KEY,AggLoadID,AggTotalRev,AggLdCost,AggLdMiles,AggOrgZip,AggDstZip,MARGIN_RANK,MustTakeFlag
^ECHO GLOBAL LOGISTICS_32218_28273,46475097,500,653,371,32218,28273,1,
^ECHO GLOBAL LOGISTICS_54729_47802,46476083,1000,852,522,54729,47802,1,
MENARDS INC_51570_58701,46477428,1583,1214,670,51570,58701,1,
MENARDS INC_51570_58701,46476952,1583,1214,670,51570,58701,2,
MENARDS INC_51570_58701,46476075,1583,1214,670,51570,58701,3,
MENARDS INC_51570_58701,46475108,1583,1214,670,51570,58701,4,
MENARDS INC_51570_58401,46481262,1173,900,489,51570,58401,1,
MENARDS INC_51570_58401,46478554,1173,900,489,51570,58401,2,
MENARDS INC_51570_58503,46480978,1781,1158,587,51570,58503,1,
CASH WA DISTRIBUTING_54482_58102,46478092,1223,760,455,54482,58102,1,
CASH WA DISTRIBUTING_54482_58102,46474245,1223,760,455,54482,58102,2,
CASH WA DISTRIBUTING_46001_58102,46476136,2032,1391,837,46001,58102,1,
CASH WA DISTRIBUTING_56007_58102,46476135,1006,535,332,56007,58102,1,
CASH WA DISTRIBUTING_75069_68847,46481197,1190,1023,646,75069,68847,1,
CASH WA DISTRIBUTING_45365_58102,46474217,2026,1700,1000,45365,58102,1,
CASH WA DISTRIBUTING_53186_58102,46472280,1668,972,599,53186,58102,1,
8TH AVENUE FOOD AND PROVISIONS_36079_55379,46482282,1637,1944,1237,36079,55379,1,
8TH AVENUE FOOD AND PROVISIONS_36079_55379,46475944,1637,1944,1237,36079,55379,2,
8TH AVENUE FOOD AND PROVISIONS_36079_55379,46474725,1637,1944,1237,36079,55379,3,
8TH AVENUE FOOD AND PROVISIONS_36079_55379,46475915,1637,1944,1237,36079,55379,4,
8TH AVENUE FOOD AND PROVISIONS_58102_55044,46477041,759,423,260,58102,55044,1,
8TH AVENUE FOOD AND PROVISIONS_58102_55044,46475958,759,423,260,58102,55044,2,
TRINIDAD BENHAM CORP_56470_80751,46477138,2300,1352,817,56470,80751,1,
TRINIDAD BENHAM CORP_56470_37086,46480471,2600,1712,1085,56470,37086,1,
TRINIDAD BENHAM CORP_58046_80751,46474257,2500,1138,727,58046,80751,1,
TRINIDAD BENHAM CORP_58046_80631,46474258,2500,1360,822,58046,80631,1,
TRINIDAD BENHAM CORP_56722_75236,46480474,2900,1893,1175,56722,75236,1,
TRINIDAD BENHAM CORP_56744_80751,46480480,2600,1310,833,56744,80751,1,
^EMERGE TECH LLC_56470_76106,46471687,3350,1933,1156,56470,76106,1,
^EMERGE TECH LLC_56470_76106,46471777,3350,1933,1156,56470,76106,2,
^EMERGE TECH LLC_27529_55379,46475632,1800,2143,1244,27529,55379,1,
^EMERGE TECH LLC_27529_55379,46480172,1800,2143,1244,27529,55379,2,
^EMERGE TECH LLC_56031_61068,46480778,1300,705,407,56031,61068,1,
^COYOTE LOGISTICS LLC_55438_60632,46477107,1000,754,428,55438,60632,1,
^COYOTE LOGISTICS LLC_57107_75160,46480726,2700,1448,869,57107,75160,1,
^COYOTE LOGISTICS LLC_56466_29340,46477489,3300,2058,1267,56466,29340,1,
^COYOTE LOGISTICS LLC_70570_31705,46476879,1200,890,545,70570,31705,1,
^COYOTE LOGISTICS LLC_56267_33815,46480732,4300,2778,1745,56267,33815,1,
JR SIMPLOT_58203_80631,46474506,3600,1494,903,58203,80631,1,
JR SIMPLOT_58203_80631,46474510,3600,1494,903,58203,80631,2,
JR SIMPLOT_80631_44146,46472921,3121,2303,1313,80631,44146,1,
JR SIMPLOT_99301_18015,46473646,7392,4579,2640,99301,18015,1,
JR SIMPLOT_97914_80631,46470522,2848,1471,839,97914,80631,1,
^REYES LOGISTIC SOLUTIONS LLC_55121_54476,46478470,729,365,191,55121,54476,1,
^REYES LOGISTIC SOLUTIONS LLC_55121_54476,46478367,729,365,191,55121,54476,2,
