KEY,AggLoadID,AggTotalRev,AggLdCost,AggLdMiles,AggLdMargin,AggOrgZip,AggDstZip
0005794_28273_21502,6769875,1937,693,425,1244,28273,21502
0005794_28273_21502,6769935,1937,693,425,1244,28273,21502
0005794_28273_21502,6769993,1937,693,425,1244,28273,21502
0005794_28273_21502,6770048,1937,693,425,1244,28273,21502
0005794_28273_27839,6773801,1089,436,263,653,28273,27839
0005794_28273_21502,6772579,1937,693,425,1244,28273,21502
0005794_28273_21502,6772642,1937,693,425,1244,28273,21502
0005794_28273_21502,6772760,1937,693,425,1244,28273,21502
0005794_28273_21502,6772815,1937,693,425,1244,28273,21502
0005794_28273_21502,6774646,1937,693,425,1244,28273,21502
0005794_28273_21502,6774769,1937,693,425,1244,28273,21502
0005794_28273_21502,6774828,1937,693,425,1244,28273,21502
0005794_28273_21502,6774883,1937,693,425,1244,28273,21502
0006001_37914_44483,6776243,1000,980,538,20,37914,44483
0006402_37745_37745,6766686,3095,2432,1241,663,37745,37745
0006402_37745_37745,6766806,3095,2432,1241,663,37745,37745
0006402_37745_37745,6769883,3095,2432,1241,663,37745,37745
0006402_37745_37745,6770003,3095,2432,1241,663,37745,37745
0006402_37745_37745,6772650,3095,2432,1241,663,37745,37745
0006402_37745_37745,6772770,3095,2432,1241,663,37745,37745
0006402_37745_37745,6774717,3095,2432,1241,663,37745,37745
0006402_37745_37745,6774838,3095,2432,1241,663,37745,37745
0228056_37421_37311,6775689,275,293,30,-18,37421,37311
0228078_37204_38261,6768018,661,312,175,349,37204,38261
0228078_37204_38261,6769771,661,312,175,349,37204,38261
0228078_37204_38261,6772179,661,312,175,349,37204,38261
0228078_37204_38261,6775847,661,312,175,349,37204,38261
0228254_37932_15330,6766607,2286,867,482,1419,37932,15330
0228254_37932_15330,6766732,2286,867,482,1419,37932,15330
0228254_37932_15330,6766790,2286,867,482,1419,37932,15330
0228254_37932_15330,6769806,2286,867,482,1419,37932,15330
0228254_37932_15330,6769867,2286,867,482,1419,37932,15330
0228254_37932_15330,6769929,2286,867,482,1419,37932,15330
0228254_37932_15330,6769987,2286,867,482,1419,37932,15330
0228254_37932_15330,6770043,2286,867,482,1419,37932,15330
0228254_37932_15330,6772573,2286,867,482,1419,37932,15330
0228254_37932_15330,6772634,2286,867,482,1419,37932,15330
0228254_37932_15330,6772810,2286,867,482,1419,37932,15330
0228254_37932_15330,6774701,2286,867,482,1419,37932,15330
0228254_37932_15330,6774763,2286,867,482,1419,37932,15330
0228254_37932_15330,6774878,2286,867,482,1419,37932,15330
0228254_37932_15330,6778165,2286,867,482,1419,37932,15330
0228396_27284_08066,6766668,2206,829,442,1377,27284,08066
0228396_27284_08066,6766855,2206,829,442,1377,27284,08066
0228396_27284_08066,6769865,2206,829,442,1377,27284,08066
0228396_27284_08066,6770049,2206,829,442,1377,27284,08066
0228396_27284_08066,6772632,2206,829,442,1377,27284,08066
0228396_27284_08066,6772816,2206,829,442,1377,27284,08066
0228396_27284_08066,6774699,2206,829,442,1377,27284,08066
0228396_27284_08066,6774884,2206,829,442,1377,27284,08066
0228485_41018_32220,6771314,2268,1356,787,912,41018,32220
0228517_30045_36582,6776060,900,772,378,128,30045,36582
0230837_28658_41048,6768323,900,685,417,215,28658,41048
0230884_37616_31533,6770396,1183,892,498,291,37616,31533
0232045_30336_30135,6778814,299,213,21,86,30336,30135
0232395_37874_37172,6771826,746,353,213,393,37874,37172
0232395_37874_37172,6778441,746,353,213,393,37874,37172
0233117_28504_40769,6765301,1106,953,555,152,28504,40769
0233117_28504_40769,6765304,1106,953,555,152,28504,40769
0233117_28504_40769,6765305,1106,953,555,152,28504,40769
0233117_28504_72117,6766274,1891,1603,1031,289,28504,72117
0233117_28504_40769,6768913,1106,953,555,152,28504,40769
0233117_28504_40769,6768914,1106,953,555,152,28504,40769
0233117_28504_28732,6772997,941,627,392,314,28504,28732
0233117_28504_40769,6769061,1106,953,555,152,28504,40769
0233117_28504_40769,6771788,1106,953,555,152,28504,40769
0233117_28504_40769,6771789,1106,953,555,152,28504,40769
0233117_28504_72117,6772077,1891,1603,1031,289,28504,72117
0233117_28504_40769,6771790,1106,953,555,152,28504,40769
0233117_28504_72117,6772080,1891,1603,1031,289,28504,72117
0233117_28504_28732,6776237,941,627,392,314,28504,28732
0233117_28504_40769,6774077,1106,953,555,152,28504,40769
0233117_28504_40769,6774080,1106,953,555,152,28504,40769
0233117_28504_40769,6774081,1106,953,555,152,28504,40769
0233117_28504_72117,6775006,1891,1603,1031,289,28504,72117
0236943_29334_28463,6777093,704,375,232,329,29334,28463
0237184_29172_24382,6777785,1135,450,282,685,29172,24382
0241632_30813_37402,6775425,791,445,256,346,30813,37402
0241632_30813_29483,6776400,700,327,195,373,30813,29483
0241632_30813_37402,6777283,791,445,256,346,30813,37402
0241634_29420_29730,6768004,1106,347,187,759,29420,29730
0241634_29420_37921,6768311,909,580,363,329,29420,37921
0241634_29420_37172,6768892,1275,923,589,352,29420,37172
0241634_29420_29730,6768916,1106,347,187,759,29420,29730
0241634_29420_42134,6765722,1900,1007,591,893,29420,42134
0241634_29420_27409,6769110,990,488,297,502,29420,27409
0241634_29420_40228,6770521,1335,1031,624,304,29420,40228
0241634_29420_40228,6770522,1335,1031,624,304,29420,40228
0241634_29420_40228,6770524,1335,1031,624,304,29420,40228
0241634_29420_40228,6770523,1335,1031,624,304,29420,40228
0241634_29420_29730,6771191,1106,347,187,759,29420,29730
0241634_29420_27409,6771199,990,488,297,502,29420,27409
0241634_29420_27409,6771211,990,488,297,502,29420,27409
0241634_29420_42134,6765731,1900,1007,591,893,29420,42134
0241634_29420_28086,6774590,940,366,224,574,29420,28086
0241634_29420_27409,6774589,990,488,297,502,29420,27409
0241634_29420_29730,6775405,1106,347,187,759,29420,29730
0241634_29420_37172,6775556,1275,923,589,352,29420,37172
0241634_29420_37172,6775863,1275,923,589,352,29420,37172
0241634_29420_29730,6776038,1106,347,187,759,29420,29730
0241634_29420_29730,6776034,1106,347,187,759,29420,29730
0241634_29420_29730,6776036,1106,347,187,759,29420,29730
0241634_29420_29730,6776765,1106,347,187,759,29420,29730
0241634_29420_37172,6777318,1275,923,589,352,29420,37172
0241634_29420_29730,6778471,1106,347,187,759,29420,29730
0247603_37090_35188,6766620,1010,406,250,604,37090,35188
0247603_37090_35188,6767774,1010,406,250,604,37090,35188
0247603_37090_35188,6766622,1010,406,250,604,37090,35188
0247603_37090_35188,6766621,1010,406,250,604,37090,35188
0247603_37090_35188,6767772,1010,406,250,604,37090,35188
0247603_37090_35188,6767775,1010,406,250,604,37090,35188
0247603_37090_35188,6766684,1010,406,250,604,37090,35188
0247603_37090_35188,6766685,1010,406,250,604,37090,35188
0247603_37090_35188,6767946,1010,406,250,604,37090,35188
0247603_37090_35188,6766683,1010,406,250,604,37090,35188
0247603_37090_35188,6767944,1010,406,250,604,37090,35188
0247603_37090_35188,6767777,1010,406,250,604,37090,35188
0247603_37090_35188,6767780,1010,406,250,604,37090,35188
0247603_37090_35188,6766743,1010,406,250,604,37090,35188
0247603_37090_35188,6766745,1010,406,250,604,37090,35188
0247603_37090_35188,6766744,1010,406,250,604,37090,35188
0247603_37090_35188,6766803,1010,406,250,604,37090,35188
0247603_37090_35188,6766804,1010,406,250,604,37090,35188
0247603_37090_35188,6767781,1010,406,250,604,37090,35188
0247603_37090_30153,6769154,768,373,231,395,37090,30153
0247603_37090_35188,6769384,1010,406,250,604,37090,35188
0247603_37090_35188,6766805,1010,406,250,604,37090,35188
0247603_37090_35188,6769382,1010,406,250,604,37090,35188
0247603_37090_35188,6766862,1010,406,250,604,37090,35188
0247603_37090_35188,6766863,1010,406,250,604,37090,35188
0247603_37090_35188,6767783,1010,406,250,604,37090,35188
0247603_37090_35188,6766861,1010,406,250,604,37090,35188
0247603_37090_35188,6769821,1010,406,250,604,37090,35188
0247603_37090_35188,6769576,1010,406,250,604,37090,35188
0247603_37090_35188,6769819,1010,406,250,604,37090,35188
0247603_37090_35188,6769820,1010,406,250,604,37090,35188
0247603_37090_35188,6769881,1010,406,250,604,37090,35188
0247603_37090_35188,6769880,1010,406,250,604,37090,35188
0247603_37090_35188,6769882,1010,406,250,604,37090,35188
0247603_37090_35188,6769578,1010,406,250,604,37090,35188
0247603_37090_35188,6769941,1010,406,250,604,37090,35188
0247603_37090_35188,6769940,1010,406,250,604,37090,35188
0247603_37090_35188,6769580,1010,406,250,604,37090,35188
0247603_37090_35188,6769942,1010,406,250,604,37090,35188
0247603_37090_35188,6770000,1010,406,250,604,37090,35188
0247603_37090_35188,6772944,1010,406,250,604,37090,35188
0247603_37090_35188,6770056,1010,406,250,604,37090,35188
0247603_37090_35188,6769581,1010,406,250,604,37090,35188
0247603_37090_35188,6770002,1010,406,250,604,37090,35188
0247603_37090_35188,6770001,1010,406,250,604,37090,35188
0247603_37090_35188,6770055,1010,406,250,604,37090,35188
0247603_37090_35188,6769582,1010,406,250,604,37090,35188
0247603_37090_35188,6770057,1010,406,250,604,37090,35188
0247603_37090_35188,6772588,1010,406,250,604,37090,35188
0247603_37090_35188,6772586,1010,406,250,604,37090,35188
0247603_37090_35188,6772587,1010,406,250,604,37090,35188
0247603_37090_35188,6773640,1010,406,250,604,37090,35188
0247603_37090_35188,6773643,1010,406,250,604,37090,35188
0247603_37090_35188,6772648,1010,406,250,604,37090,35188
0247603_37090_35188,6772649,1010,406,250,604,37090,35188
0247603_37090_35188,6772647,1010,406,250,604,37090,35188
0247603_37090_35188,6772708,1010,406,250,604,37090,35188
0247603_37090_35188,6772707,1010,406,250,604,37090,35188
0247603_37090_35188,6773644,1010,406,250,604,37090,35188
0247603_37090_35188,6772709,1010,406,250,604,37090,35188
0247603_37090_35188,6772767,1010,406,250,604,37090,35188
0247603_37090_35188,6773646,1010,406,250,604,37090,35188
0247603_37090_35188,6772768,1010,406,250,604,37090,35188
0247603_37090_35188,6772769,1010,406,250,604,37090,35188
0247603_37090_35188,6772823,1010,406,250,604,37090,35188
0247603_37090_35188,6773649,1010,406,250,604,37090,35188
0247603_37090_35188,6772822,1010,406,250,604,37090,35188
0247603_37090_35188,6772824,1010,406,250,604,37090,35188
0247603_37090_35188,6774653,1010,406,250,604,37090,35188
0247603_37090_35188,6774655,1010,406,250,604,37090,35188
0247603_37090_35188,6774654,1010,406,250,604,37090,35188
0247603_37090_35188,6775811,1010,406,250,604,37090,35188
0247603_37090_35188,6774714,1010,406,250,604,37090,35188
0247603_37090_35188,6774715,1010,406,250,604,37090,35188
0247603_37090_35188,6774716,1010,406,250,604,37090,35188
0247603_37090_35188,6775814,1010,406,250,604,37090,35188
0247603_37090_35188,6774776,1010,406,250,604,37090,35188
0247603_37090_35188,6774775,1010,406,250,604,37090,35188
0247603_37090_35188,6774774,1010,406,250,604,37090,35188
0247603_37090_35188,6775816,1010,406,250,604,37090,35188
0247603_37090_35188,6775817,1010,406,250,604,37090,35188
0247603_37090_35188,6774837,1010,406,250,604,37090,35188
0247603_37090_35188,6774836,1010,406,250,604,37090,35188
0247603_37090_35188,6774835,1010,406,250,604,37090,35188
0247603_37090_35188,6774891,1010,406,250,604,37090,35188
0247603_37090_35188,6775818,1010,406,250,604,37090,35188
0247603_37090_35188,6774892,1010,406,250,604,37090,35188
0247603_37090_35188,6774890,1010,406,250,604,37090,35188
0247771_31407_37012,6766919,1069,806,491,263,31407,37012
0247771_31407_35010,6767870,947,548,339,399,31407,35010
0247771_31407_37012,6766904,1069,806,491,263,31407,37012
0247771_31407_37012,6766936,1069,806,491,263,31407,37012
0247771_31407_42234,6768872,1116,873,557,243,31407,42234
0247771_31407_37012,6769270,1069,806,491,263,31407,37012
0247771_31407_42455,6770161,1475,1088,695,387,31407,42455
0247771_31407_30025,6769495,701,446,236,254,31407,30025
0247771_31407_38555,6770149,1312,868,548,444,31407,38555
0247771_31407_37012,6770743,1069,806,491,263,31407,37012
0247771_31407_37012,6770744,1069,806,491,263,31407,37012
0247771_31407_37012,6771035,1069,806,491,263,31407,37012
0247771_31407_37012,6770746,1069,806,491,263,31407,37012
0247771_31407_37012,6771219,1069,806,491,263,31407,37012
0247771_31407_37012,6771237,1069,806,491,263,31407,37012
0247771_31407_30025,6771840,701,446,236,254,31407,30025
0247771_31407_37012,6772026,1069,806,491,263,31407,37012
0247771_31407_37012,6772469,1069,806,491,263,31407,37012
0247771_31407_37012,6772332,1069,806,491,263,31407,37012
0247771_31407_37012,6772922,1069,806,491,263,31407,37012
0247771_31407_36268,6767355,1163,796,495,367,31407,36268
0247771_31407_35953,6770872,1493,692,392,801,31407,35953
0247771_31407_38555,6773931,1312,868,548,444,31407,38555
0247771_31407_32220,6774362,805,236,142,569,31407,32220
0247771_31407_32132,6774381,683,424,256,259,31407,32132
0247771_31407_37012,6775614,1069,806,491,263,31407,37012
0247771_31407_37012,6775623,1069,806,491,263,31407,37012
0247771_31407_37012,6775626,1069,806,491,263,31407,37012
0247771_31407_70816,6774532,1250,1322,779,-72,31407,70816
0247771_31407_78664,6775872,1805,1795,1156,10,31407,78664
0247771_31407_32220,6775380,805,236,142,569,31407,32220
0247771_31407_70816,6774537,1250,1322,779,-72,31407,70816
0247771_31407_37012,6776118,1069,806,491,263,31407,37012
0247771_31407_37012,6776122,1069,806,491,263,31407,37012
0247771_31407_37012,6777377,1069,806,491,263,31407,37012
0247771_31407_37012,6777312,1069,806,491,263,31407,37012
0247771_31407_37012,6777743,1069,806,491,263,31407,37012
0247771_31407_37012,6777750,1069,806,491,263,31407,37012
0247771_31407_37012,6777314,1069,806,491,263,31407,37012
0247771_31407_37012,6777751,1069,806,491,263,31407,37012
0247771_31407_35953,6771733,1493,692,392,801,31407,35953
0247771_31407_37012,6777907,1069,806,491,263,31407,37012
0247771_31407_37012,6777909,1069,806,491,263,31407,37012
0247771_31407_37012,6777910,1069,806,491,263,31407,37012
0247771_31407_38555,6779003,1312,868,548,444,31407,38555
0251448_29626_31326,6768847,802,458,286,344,29626,31326
0251448_29626_31326,6775451,802,458,286,344,29626,31326
0254377_29729_30269,6768570,650,500,293,150,29729,30269
0254377_29729_30269,6771411,650,500,293,150,29729,30269
0254421_28208_39701,6772056,1141,805,507,336,28208,39701
0254421_28208_39701,6772054,1141,805,507,336,28208,39701
0258839_40601_35188,6766742,1115,713,429,402,40601,35188
0258839_40601_35188,6769939,1115,713,429,402,40601,35188
0258839_40601_35188,6772706,1115,713,429,402,40601,35188
0258839_40601_35188,6774773,1115,713,429,402,40601,35188
0260817_47240_47240,6767819,1493,1341,688,152,47240,47240
0260817_47240_47240,6771899,1493,1341,688,152,47240,47240
0264596_37352_78154,6767083,3367,1571,984,1796,37352,78154
0264596_37352_75050,6767081,2821,1155,731,1666,37352,75050
0264596_37352_78154,6767084,3367,1571,984,1796,37352,78154
0264596_37352_78154,6767086,3367,1571,984,1796,37352,78154
0264596_37352_75050,6767085,2821,1155,731,1666,37352,75050
0264596_37352_78154,6767087,3367,1571,984,1796,37352,78154
0264596_37352_78154,6768826,3367,1571,984,1796,37352,78154
0264596_37352_78154,6769617,3367,1571,984,1796,37352,78154
0264596_37352_78154,6769614,3367,1571,984,1796,37352,78154
0264596_37352_75050,6769619,2821,1155,731,1666,37352,75050
0264596_37352_77040,6769621,3019,1282,813,1737,37352,77040
0264596_37352_77040,6769627,3019,1282,813,1737,37352,77040
0264596_37352_78154,6769626,3367,1571,984,1796,37352,78154
0264596_37352_77040,6769623,3019,1282,813,1737,37352,77040
0264596_37352_75050,6769631,2821,1155,731,1666,37352,75050
0264596_37352_77040,6769630,3019,1282,813,1737,37352,77040
0264596_37352_75050,6771353,2821,1155,731,1666,37352,75050
0264596_37352_77040,6771296,3019,1282,813,1737,37352,77040
0264596_37352_75050,6772422,2821,1155,731,1666,37352,75050
0264596_37352_75050,6772421,2821,1155,731,1666,37352,75050
0264596_37352_77040,6772423,3019,1282,813,1737,37352,77040
0264596_37352_75050,6772424,2821,1155,731,1666,37352,75050
0264596_37352_77040,6773156,3019,1282,813,1737,37352,77040
0264596_37352_70507,6773157,2325,966,602,1359,37352,70507
0264596_37352_70121,6774502,2301,880,532,1421,37352,70121
0264596_37352_70121,6775503,2301,880,532,1421,37352,70121
0264596_37352_70507,6777965,2325,966,602,1359,37352,70507
0270639_35555_37055,6768227,798,369,216,428,35555,37055
0270639_35555_37055,6768594,798,369,216,428,35555,37055
0270639_35555_37055,6769758,798,369,216,428,35555,37055
0270639_35555_37055,6771023,798,369,216,428,35555,37055
0270639_35555_37055,6771452,798,369,216,428,35555,37055
0270639_35555_37055,6777421,798,369,216,428,35555,37055
0271203_28208_36421,6769406,940,801,499,139,28208,36421
0271389_45373_36801,6768423,1915,1029,650,886,45373,36801
0274971_31217_37090,6768559,670,538,337,132,31217,37090
0279212_37774_37774,6766955,892,842,376,49,37774,37774
0279212_37774_52804,6766927,1902,1131,710,771,37774,52804
0279212_37774_30004,6766913,873,310,190,563,37774,30004
0279212_37774_35096,6768120,792,350,208,442,37774,35096
0279212_37774_45377,6767746,1014,589,366,425,37774,45377
0279212_37774_45377,6768343,1014,589,366,425,37774,45377
0279212_37774_45377,6768267,1014,589,366,425,37774,45377
0279212_37774_45377,6767778,1014,589,366,425,37774,45377
0279212_37774_45377,6767817,1014,589,366,425,37774,45377
0279212_37774_45377,6768315,1014,589,366,425,37774,45377
0279212_37774_45377,6768310,1014,589,366,425,37774,45377
0279212_37774_37774,6767013,892,842,376,49,37774,37774
0279212_37774_45368,6767922,1069,600,368,469,37774,45368
0279212_37774_45373,6766999,1048,599,377,449,37774,45373
0279212_37774_45373,6767002,1048,599,377,449,37774,45373
0279212_37774_45373,6767003,1048,599,377,449,37774,45373
0279212_37774_52804,6767000,1902,1131,710,771,37774,52804
0279212_37774_52804,6767014,1902,1131,710,771,37774,52804
0279212_37774_52804,6766917,1902,1131,710,771,37774,52804
0279212_37774_75039,6767008,2434,1349,862,1085,37774,75039
0279212_37774_75039,6767009,2434,1349,862,1085,37774,75039
0279212_37774_75039,6766994,2434,1349,862,1085,37774,75039
0279212_37774_37774,6767004,892,842,376,49,37774,37774
0279212_37774_30004,6766984,873,310,190,563,37774,30004
0279212_37774_30004,6767010,873,310,190,563,37774,30004
0279212_37774_35096,6767521,792,350,208,442,37774,35096
0279212_37774_35096,6768580,792,350,208,442,37774,35096
0279212_37774_45377,6768616,1014,589,366,425,37774,45377
0279212_37774_45377,6768886,1014,589,366,425,37774,45377
0279212_37774_45377,6768312,1014,589,366,425,37774,45377
0279212_37774_45377,6768796,1014,589,366,425,37774,45377
0279212_37774_45377,6768618,1014,589,366,425,37774,45377
0279212_37774_45377,6768619,1014,589,366,425,37774,45377
0279212_37774_45377,6768684,1014,589,366,425,37774,45377
0279212_37774_37774,6766973,892,842,376,49,37774,37774
0279212_37774_45368,6768576,1069,600,368,469,37774,45368
0279212_37774_45373,6766979,1048,599,377,449,37774,45373
0279212_37774_45373,6766986,1048,599,377,449,37774,45373
0279212_37774_45373,6766992,1048,599,377,449,37774,45373
0279212_37774_52804,6766981,1902,1131,710,771,37774,52804
0279212_37774_52804,6766996,1902,1131,710,771,37774,52804
0279212_37774_75039,6766976,2434,1349,862,1085,37774,75039
0279212_37774_52804,6766995,1902,1131,710,771,37774,52804
0279212_37774_35096,6768544,792,350,208,442,37774,35096
0279212_37774_35096,6768547,792,350,208,442,37774,35096
0279212_37774_45377,6769405,1014,589,366,425,37774,45377
0279212_37774_45377,6768625,1014,589,366,425,37774,45377
0279212_37774_37774,6766987,892,842,376,49,37774,37774
0279212_37774_37774,6768282,892,842,376,49,37774,37774
0279212_37774_45368,6768949,1069,600,368,469,37774,45368
0279212_37774_45373,6768278,1048,599,377,449,37774,45373
0279212_37774_45373,6768281,1048,599,377,449,37774,45373
0279212_37774_45373,6768293,1048,599,377,449,37774,45373
0279212_37774_45377,6769312,1014,589,366,425,37774,45377
0279212_37774_52804,6768274,1902,1131,710,771,37774,52804
0279212_37774_52804,6768300,1902,1131,710,771,37774,52804
0279212_37774_75039,6768290,2434,1349,862,1085,37774,75039
0279212_37774_75039,6768276,2434,1349,862,1085,37774,75039
0279212_37774_78045,6769165,3140,1963,1247,1177,37774,78045
0279212_37774_35096,6768575,792,350,208,442,37774,35096
0279212_37774_52804,6768292,1902,1131,710,771,37774,52804
0279212_37774_30004,6768308,873,310,190,563,37774,30004
0279212_37774_36205,6769690,786,335,203,451,37774,36205
0279212_37774_36205,6769693,786,335,203,451,37774,36205
0279212_37774_35096,6769536,792,350,208,442,37774,35096
0279212_37774_36205,6769688,786,335,203,451,37774,36205
0279212_37774_45377,6769300,1014,589,366,425,37774,45377
0279212_37774_45377,6769301,1014,589,366,425,37774,45377
0279212_37774_45377,6770138,1014,589,366,425,37774,45377
0279212_37774_45377,6769304,1014,589,366,425,37774,45377
0279212_37774_45377,6769570,1014,589,366,425,37774,45377
0279212_37774_37774,6768302,892,842,376,49,37774,37774
0279212_37774_37774,6768786,892,842,376,49,37774,37774
0279212_37774_45373,6768788,1048,599,377,449,37774,45373
0279212_37774_45373,6768795,1048,599,377,449,37774,45373
0279212_37774_52804,6768782,1902,1131,710,771,37774,52804
0279212_37774_75039,6768794,2434,1349,862,1085,37774,75039
0279212_37774_75039,6768779,2434,1349,862,1085,37774,75039
0279212_37774_75039,6768963,2434,1349,862,1085,37774,75039
0279212_37774_35096,6768573,792,350,208,442,37774,35096
0279212_37774_45377,6769567,1014,589,366,425,37774,45377
0279212_37774_52804,6768791,1902,1131,710,771,37774,52804
0279212_37774_30004,6768789,873,310,190,563,37774,30004
0279212_37774_36205,6770400,786,335,203,451,37774,36205
0279212_37774_45377,6770408,1014,589,366,425,37774,45377
0279212_37774_45377,6770479,1014,589,366,425,37774,45377
0279212_37774_45377,6770491,1014,589,366,425,37774,45377
0279212_37774_45377,6770187,1014,589,366,425,37774,45377
0279212_37774_45377,6770272,1014,589,366,425,37774,45377
0279212_37774_37774,6768787,892,842,376,49,37774,37774
0279212_37774_45373,6768793,1048,599,377,449,37774,45373
0279212_37774_45373,6769438,1048,599,377,449,37774,45373
0279212_37774_45368,6770395,1069,600,368,469,37774,45368
0279212_37774_45373,6769448,1048,599,377,449,37774,45373
0279212_37774_37774,6769442,892,842,376,49,37774,37774
0279212_37774_45377,6769453,1014,589,366,425,37774,45377
0279212_37774_52804,6769450,1902,1131,710,771,37774,52804
0279212_37774_52804,6769449,1902,1131,710,771,37774,52804
0279212_37774_52804,6768780,1902,1131,710,771,37774,52804
0279212_37774_75039,6769431,2434,1349,862,1085,37774,75039
0279212_37774_75039,6769435,2434,1349,862,1085,37774,75039
0279212_37774_45373,6769433,1048,599,377,449,37774,45373
0279212_37774_52804,6769437,1902,1131,710,771,37774,52804
0279212_37774_30004,6769432,873,310,190,563,37774,30004
0279212_37774_30004,6769683,873,310,190,563,37774,30004
0279212_37774_35096,6770430,792,350,208,442,37774,35096
0279212_37774_45377,6770892,1014,589,366,425,37774,45377
0279212_37774_45377,6770186,1014,589,366,425,37774,45377
0279212_37774_45377,6771214,1014,589,366,425,37774,45377
0279212_37774_45377,6770720,1014,589,366,425,37774,45377
0279212_37774_45368,6771212,1069,600,368,469,37774,45368
0279212_37774_37774,6769445,892,842,376,49,37774,37774
0279212_37774_37774,6769687,892,842,376,49,37774,37774
0279212_37774_37774,6769704,892,842,376,49,37774,37774
0279212_37774_45373,6769718,1048,599,377,449,37774,45373
0279212_37774_45373,6769719,1048,599,377,449,37774,45373
0279212_37774_45373,6769724,1048,599,377,449,37774,45373
0279212_37774_52804,6769696,1902,1131,710,771,37774,52804
0279212_37774_75039,6769678,2434,1349,862,1085,37774,75039
0279212_37774_75039,6769701,2434,1349,862,1085,37774,75039
0279212_37774_52804,6769700,1902,1131,710,771,37774,52804
0279212_37774_30004,6770647,873,310,190,563,37774,30004
0279212_37774_30004,6770914,873,310,190,563,37774,30004
0279212_37774_35096,6770107,792,350,208,442,37774,35096
0279212_37774_45377,6771189,1014,589,366,425,37774,45377
0279212_37774_45377,6771217,1014,589,366,425,37774,45377
0279212_37774_45377,6771754,1014,589,366,425,37774,45377
0279212_37774_45377,6771399,1014,589,366,425,37774,45377
0279212_37774_45377,6771038,1014,589,366,425,37774,45377
0279212_37774_45377,6771409,1014,589,366,425,37774,45377
0279212_37774_45377,6771578,1014,589,366,425,37774,45377
0279212_37774_45368,6771675,1069,600,368,469,37774,45368
0279212_37774_37774,6770648,892,842,376,49,37774,37774
0279212_37774_45373,6770620,1048,599,377,449,37774,45373
0279212_37774_45373,6770628,1048,599,377,449,37774,45373
0279212_37774_45373,6770634,1048,599,377,449,37774,45373
0279212_37774_45373,6770913,1048,599,377,449,37774,45373
0279212_37774_52804,6770641,1902,1131,710,771,37774,52804
0279212_37774_52804,6769706,1902,1131,710,771,37774,52804
0279212_37774_75039,6770650,2434,1349,862,1085,37774,75039
0279212_37774_75039,6770984,2434,1349,862,1085,37774,75039
0279212_37774_45377,6771884,1014,589,366,425,37774,45377
0279212_37774_37774,6770629,892,842,376,49,37774,37774
0279212_37774_52804,6770613,1902,1131,710,771,37774,52804
0279212_37774_52804,6770643,1902,1131,710,771,37774,52804
0279212_37774_35096,6771827,792,350,208,442,37774,35096
0279212_37774_30004,6771405,873,310,190,563,37774,30004
0279212_37774_45377,6771889,1014,589,366,425,37774,45377
0279212_37774_45377,6771886,1014,589,366,425,37774,45377
0279212_37774_45377,6771888,1014,589,366,425,37774,45377
0279212_37774_45377,6771890,1014,589,366,425,37774,45377
0279212_37774_45377,6771891,1014,589,366,425,37774,45377
0279212_37774_45377,6772309,1014,589,366,425,37774,45377
0279212_37774_45377,6771747,1014,589,366,425,37774,45377
0279212_37774_45373,6770957,1048,599,377,449,37774,45373
0279212_37774_45373,6770964,1048,599,377,449,37774,45373
0279212_37774_45373,6770991,1048,599,377,449,37774,45373
