KEY,AggLoadID,AggTotalRev,AggLdCost,AggLdMiles,AggLdMargin,AggOrgZip,AggDstZip
0755430_74145_73128,6777042,723,330,104,393,74145,73128
0755430_74145_77028,6777207,1728,792,495,936,74145,77028
0755574_40391_30165,6766603,1329,541,341,787,40391,30165
0755574_40391_37127,6766673,1118,569,272,549,40391,37127
0755574_40391_30165,6769802,1329,541,341,787,40391,30165
0755574_40391_37127,6769870,1118,569,272,549,40391,37127
0755574_40391_37127,6772637,1118,569,272,549,40391,37127
0755574_40391_30165,6772569,1329,541,341,787,40391,30165
0755574_40391_30165,6774635,1329,541,341,787,40391,30165
0755574_40391_37127,6774704,1118,569,272,549,40391,37127
0758353_71292_24401,6765940,3186,1492,943,1694,71292,24401
0758353_71292_24401,6765947,3186,1492,943,1694,71292,24401
0758353_71292_24401,6765946,3186,1492,943,1694,71292,24401
0758353_71292_37087,6769456,1071,895,567,176,71292,37087
0758353_71292_37087,6769455,1071,895,567,176,71292,37087
0758353_71292_37087,6769452,1071,895,567,176,71292,37087
0758353_71292_37087,6769460,1071,895,567,176,71292,37087
0758353_71292_37087,6769461,1071,895,567,176,71292,37087
0758353_71292_37087,6770233,1071,895,567,176,71292,37087
0758353_71292_37087,6770232,1071,895,567,176,71292,37087
0758353_71292_37087,6770234,1071,895,567,176,71292,37087
0758353_71292_37087,6768773,1071,895,567,176,71292,37087
0758353_71292_38464,6770127,1413,784,490,629,71292,38464
0758353_71292_38464,6770130,1413,784,490,629,71292,38464
0758353_71292_38464,6770129,1413,784,490,629,71292,38464
0758353_71292_38464,6771721,1413,784,490,629,71292,38464
0758353_71292_38464,6770128,1413,784,490,629,71292,38464
0758353_71292_38464,6770126,1413,784,490,629,71292,38464
0758353_71292_38464,6772954,1413,784,490,629,71292,38464
0758353_71292_38464,6772952,1413,784,490,629,71292,38464
0758353_71292_37087,6769458,1071,895,567,176,71292,37087
0758353_71292_30083,6773978,1449,854,524,595,71292,30083
0758353_71292_38464,6772953,1413,784,490,629,71292,38464
0758353_71292_30083,6773980,1449,854,524,595,71292,30083
0758353_71292_30083,6773974,1449,854,524,595,71292,30083
0758353_71292_30083,6776147,1449,854,524,595,71292,30083
0758353_71292_30083,6776144,1449,854,524,595,71292,30083
0758353_71292_38464,6776568,1413,784,490,629,71292,38464
0758353_71292_38464,6776566,1413,784,490,629,71292,38464
0758353_71292_38464,6776569,1413,784,490,629,71292,38464
0758353_71292_38464,6776564,1413,784,490,629,71292,38464
0758353_71292_38464,6776563,1413,784,490,629,71292,38464
0759139_37686_37086,6771033,837,516,302,321,37686,37086
0759189_30176_45365,6774403,1641,935,582,706,30176,45365
0759189_30176_45365,6776527,1641,935,582,706,30176,45365
0759189_30176_45365,6776526,1641,935,582,706,30176,45365
0759583_38671_39501,6777979,800,608,360,192,38671,39501
0759583_38671_39501,6777980,800,608,360,192,38671,39501
0759583_38671_39501,6777981,800,608,360,192,38671,39501
0760313_28092_37857,6768837,928,395,222,533,28092,37857
0760313_28092_37857,6768838,928,395,222,533,28092,37857
0760313_28092_37857,6768839,928,395,222,533,28092,37857
0760313_28092_37857,6769464,928,395,222,533,28092,37857
0760313_28092_37857,6772270,928,395,222,533,28092,37857
0760313_28092_37857,6772250,928,395,222,533,28092,37857
0760313_28092_37857,6773987,928,395,222,533,28092,37857
0760313_28092_37857,6773989,928,395,222,533,28092,37857
0760313_28092_37857,6773990,928,395,222,533,28092,37857
0760313_28092_37857,6777000,928,395,222,533,28092,37857
0760313_28092_37857,6776999,928,395,222,533,28092,37857
0760313_28092_37857,6777006,928,395,222,533,28092,37857
0760313_28092_37857,6777004,928,395,222,533,28092,37857
0760313_28092_37857,6777002,928,395,222,533,28092,37857
0760313_28092_23222,6777228,880,535,324,345,28092,23222
0760313_28092_37857,6777864,928,395,222,533,28092,37857
0761311_28134_45015,6766610,1714,810,515,904,28134,45015
0761311_28134_40769,6768719,792,562,333,230,28134,40769
0761311_28134_45015,6769809,1714,810,515,904,28134,45015
0761311_28134_40769,6771816,792,562,333,230,28134,40769
0761311_28134_40769,6772169,792,562,333,230,28134,40769
0761311_28134_45015,6772576,1714,810,515,904,28134,45015
0761311_28134_40769,6774350,792,562,333,230,28134,40769
0761311_28134_40769,6774351,792,562,333,230,28134,40769
0761311_28134_45015,6774643,1714,810,515,904,28134,45015
0761311_28134_40769,6777079,792,562,333,230,28134,40769
0761311_28134_40769,6777081,792,562,333,230,28134,40769
0761594_77571_36264,6767866,2029,1207,745,822,77571,36264
0761594_77571_36264,6770943,2029,1207,745,822,77571,36264
0762113_32258_46268,6767833,2180,1671,906,508,32258,46268
0762113_32258_31061,6767830,1047,749,313,298,32258,31061
0762113_32258_36107,6768356,989,721,375,268,32258,36107
0762113_32258_29334,6767834,1035,607,383,428,32258,29334
0762113_32258_35816,6768358,1309,1086,532,223,32258,35816
0762113_32258_35810,6767501,1028,872,542,156,32258,35810
0762113_32258_29501,6768766,1444,1072,432,372,32258,29501
0762113_32258_31495,6769155,753,256,145,497,32258,31495
0762113_32258_30336,6769153,872,550,346,321,32258,30336
0762113_32258_30340,6769151,1276,876,396,400,32258,30340
0762113_32258_27804,6769149,1423,1211,601,212,32258,27804
0762113_32258_28273,6770095,892,607,384,285,32258,28273
0762113_32258_36904,6769563,895,887,482,8,32258,36904
0762113_32258_46268,6770578,2180,1671,906,508,32258,46268
0762113_32258_31061,6770576,1047,749,313,298,32258,31061
0762113_32258_29334,6770581,1035,607,383,428,32258,29334
0762113_32258_35816,6771004,1309,1086,532,223,32258,35816
0762113_32258_36607,6771608,1015,790,421,224,32258,36607
0762113_32258_29501,6771607,1444,1072,432,372,32258,29501
0762113_32258_30336,6772047,872,550,346,321,32258,30336
0762113_32258_31495,6772051,753,256,145,497,32258,31495
0762113_32258_30340,6772033,1276,876,396,400,32258,30340
0762113_32258_27804,6772049,1423,1211,601,212,32258,27804
0762113_32258_28273,6772928,892,607,384,285,32258,28273
0762113_32258_46268,6773387,2180,1671,906,508,32258,46268
0762113_32258_31061,6773386,1047,749,313,298,32258,31061
0762113_32258_29334,6773388,1035,607,383,428,32258,29334
0762113_32258_35816,6773937,1309,1086,532,223,32258,35816
0762113_32258_36107,6774179,989,721,375,268,32258,36107
0762113_32258_36607,6774385,1015,790,421,224,32258,36607
0762113_32258_29501,6774384,1444,1072,432,372,32258,29501
0762113_32258_31495,6775311,753,256,145,497,32258,31495
0762113_32258_30336,6775310,872,550,346,321,32258,30336
0762113_32258_30340,6775309,1276,876,396,400,32258,30340
0762113_32258_27804,6775308,1423,1211,601,212,32258,27804
0762113_32258_31061,6776279,1047,749,313,298,32258,31061
0762113_32258_29334,6776288,1035,607,383,428,32258,29334
0762113_32258_46268,6776286,2180,1671,906,508,32258,46268
0762113_32258_28273,6776418,892,607,384,285,32258,28273
0762113_32258_36107,6776635,989,721,375,268,32258,36107
0762113_32258_35816,6776633,1309,1086,532,223,32258,35816
0762113_32258_36607,6777253,1015,790,421,224,32258,36607
0762113_32258_29501,6777251,1444,1072,432,372,32258,29501
0762113_32258_30501,6777736,1086,731,355,355,32258,30501
0762113_32258_27804,6777730,1423,1211,601,212,32258,27804
0762113_32258_31495,6777733,753,256,145,497,32258,31495
0762113_32258_30336,6777741,872,550,346,321,32258,30336
0762113_32258_28273,6778473,892,607,384,285,32258,28273
0762113_32258_31061,6779236,1047,749,313,298,32258,31061
0766580_30122_38134,6762106,931,662,378,269,30122,38134
0766580_30122_30349,6762028,259,52,21,207,30122,30349
0766580_30122_30349,6766197,259,52,21,207,30122,30349
0766580_30122_30349,6766201,259,52,21,207,30122,30349
0766580_30122_30349,6766202,259,52,21,207,30122,30349
0766580_30122_30349,6766298,259,52,21,207,30122,30349
0766580_30122_30349,6762104,259,52,21,207,30122,30349
0766580_30122_30265,6766057,403,104,54,299,30122,30265
0766580_30122_36108,6764311,789,324,178,465,30122,36108
0766580_30122_36303,6766053,823,373,230,450,30122,36303
0766580_30122_37921,6765553,785,391,218,394,30122,37921
0766580_30122_36320,6764953,877,488,237,389,30122,36320
0766580_30122_29486,6765402,891,546,321,346,30122,29486
0766580_30122_38134,6762605,931,662,378,269,30122,38134
0766580_30122_39401,6765954,1135,837,365,298,30122,39401
0766580_30122_35020,6764316,685,399,177,286,30122,35020
0766580_30122_30349,6766194,259,52,21,207,30122,30349
0766580_30122_30349,6766207,259,52,21,207,30122,30349
0766580_30122_31907,6766061,500,236,127,264,30122,31907
0766580_30122_35756,6766060,751,324,199,427,30122,35756
0766580_30122_30439,6767493,764,448,271,316,30122,30439
0766580_30122_38501,6767488,771,377,209,394,30122,38501
0766580_30122_29486,6765948,891,546,321,346,30122,29486
0766580_30122_38134,6763187,931,662,378,269,30122,38134
0766580_30122_38134,6762606,931,662,378,269,30122,38134
0766580_30122_37406,6767047,552,198,114,354,30122,37406
0766580_30122_29486,6767021,891,546,321,346,30122,29486
0766580_30122_30349,6766221,259,52,21,207,30122,30349
0766580_30122_30265,6766054,403,104,54,299,30122,30265
0766580_30122_36303,6767487,823,373,230,450,30122,36303
0766580_30122_36049,6764951,821,360,221,461,30122,36049
0766580_30122_29486,6767032,891,546,321,346,30122,29486
0766580_30122_29486,6767029,891,546,321,346,30122,29486
0766580_30122_29486,6767031,891,546,321,346,30122,29486
0766580_30122_38134,6763189,931,662,378,269,30122,38134
0766580_30122_30349,6766200,259,52,21,207,30122,30349
0766580_30122_30349,6766205,259,52,21,207,30122,30349
0766580_30122_30349,6766206,259,52,21,207,30122,30349
0766580_30122_30349,6766220,259,52,21,207,30122,30349
0766580_30122_30349,6765831,259,52,21,207,30122,30349
0766580_30122_30349,6767901,259,52,21,207,30122,30349
0766580_30122_37406,6768057,552,198,114,354,30122,37406
0766580_30122_36110,6766056,788,319,170,468,30122,36110
0766580_30122_35602,6766052,732,335,195,397,30122,35602
0766580_30122_37921,6767904,785,391,218,394,30122,37921
0766580_30122_30336,6768503,219,46,17,174,30122,30336
0766580_30122_30349,6764724,259,52,21,207,30122,30349
0766580_30122_30349,6768332,259,52,21,207,30122,30349
0766580_30122_30336,6769527,219,46,17,174,30122,30336
0766580_30122_30349,6768816,259,52,21,207,30122,30349
0766580_30122_30349,6768807,259,52,21,207,30122,30349
0766580_30122_30349,6768805,259,52,21,207,30122,30349
0766580_30122_38501,6768106,771,377,209,394,30122,38501
0766580_30122_31907,6768496,500,236,127,264,30122,31907
0766580_30122_35756,6768501,751,324,199,427,30122,35756
0766580_30122_35055,6768495,668,345,207,323,30122,35055
0766580_30122_36049,6768105,821,360,221,461,30122,36049
0766580_30122_28027,6767434,1005,536,286,469,30122,28027
0766580_30122_29486,6768948,891,546,321,346,30122,29486
0766580_30122_30349,6768806,259,52,21,207,30122,30349
0766580_30122_30349,6768808,259,52,21,207,30122,30349
0766580_30122_30349,6768811,259,52,21,207,30122,30349
0766580_30122_30349,6768817,259,52,21,207,30122,30349
0766580_30122_30265,6768490,403,104,54,299,30122,30265
0766580_30122_37406,6769584,552,198,114,354,30122,37406
0766580_30122_31021,6769583,703,285,154,418,30122,31021
0766580_30122_36320,6767722,877,488,237,389,30122,36320
0766580_30122_30336,6770812,219,46,17,174,30122,30336
0766580_30122_30349,6768812,259,52,21,207,30122,30349
0766580_30122_30349,6767896,259,52,21,207,30122,30349
0766580_30122_30349,6770776,259,52,21,207,30122,30349
0766580_30122_30504,6769587,601,162,81,439,30122,30504
0766580_30122_37406,6769555,552,198,114,354,30122,37406
0766580_30122_35602,6768976,732,335,195,397,30122,35602
0766580_30122_36320,6769751,877,488,237,389,30122,36320
0766580_30122_36320,6769750,877,488,237,389,30122,36320
0766580_30122_28144,6768435,871,571,302,300,30122,28144
0766580_30122_30336,6771832,219,46,17,174,30122,30336
0766580_30122_30336,6770822,219,46,17,174,30122,30336
0766580_30122_30336,6770825,219,46,17,174,30122,30336
0766580_30122_30336,6770826,219,46,17,174,30122,30336
0766580_30122_30349,6768818,259,52,21,207,30122,30349
0766580_30122_31907,6771808,500,236,127,264,30122,31907
0766580_30122_35756,6771806,751,324,199,427,30122,35756
0766580_30122_35602,6768962,732,335,195,397,30122,35602
0766580_30122_36303,6771811,823,373,230,450,30122,36303
0766580_30122_37406,6771347,552,198,114,354,30122,37406
0766580_30122_30336,6770814,219,46,17,174,30122,30336
0766580_30122_30349,6771653,259,52,21,207,30122,30349
0766580_30122_30349,6771664,259,52,21,207,30122,30349
0766580_30122_30349,6769423,259,52,21,207,30122,30349
0766580_30122_30349,6771648,259,52,21,207,30122,30349
0766580_30122_35903,6771807,642,310,106,332,30122,35903
0766580_30122_31907,6768499,500,236,127,264,30122,31907
0766580_30122_30318,6771346,220,140,17,80,30122,30318
0766580_30122_30336,6773598,219,46,17,174,30122,30336
0766580_30122_30349,6771660,259,52,21,207,30122,30349
0766580_30122_30349,6771651,259,52,21,207,30122,30349
0766580_30122_30349,6771659,259,52,21,207,30122,30349
0766580_30122_30349,6773434,259,52,21,207,30122,30349
0766580_30122_31907,6771361,500,236,127,264,30122,31907
0766580_30122_36303,6772419,823,373,230,450,30122,36303
0766580_30122_35756,6772431,751,324,199,427,30122,35756
0766580_30122_28027,6769547,1005,536,286,469,30122,28027
0766580_30122_30439,6773357,764,448,271,316,30122,30439
0766580_30122_30349,6771649,259,52,21,207,30122,30349
0766580_30122_30349,6771652,259,52,21,207,30122,30349
0766580_30122_30349,6771663,259,52,21,207,30122,30349
0766580_30122_30265,6771477,403,104,54,299,30122,30265
0766580_30122_38501,6771339,771,377,209,394,30122,38501
0766580_30122_39402,6771863,1135,602,366,533,30122,39402
0766580_30122_35756,6772434,751,324,199,427,30122,35756
0766580_30122_38501,6774007,771,377,209,394,30122,38501
0766580_30122_30349,6771654,259,52,21,207,30122,30349
0766580_30122_30349,6767905,259,52,21,207,30122,30349
0766580_30122_30349,6771657,259,52,21,207,30122,30349
0766580_30122_30349,6771662,259,52,21,207,30122,30349
0766580_30122_35602,6772433,732,335,195,397,30122,35602
0766580_30122_39402,6772417,1135,602,366,533,30122,39402
0766580_30122_28027,6771545,1005,536,286,469,30122,28027
0766580_30122_36110,6774194,788,319,170,468,30122,36110
0766580_30122_36303,6774196,823,373,230,450,30122,36303
0766580_30122_30349,6773147,259,52,21,207,30122,30349
0766580_30122_30349,6775367,259,52,21,207,30122,30349
0766580_30122_31907,6774200,500,236,127,264,30122,31907
0766580_30122_35756,6774187,751,324,199,427,30122,35756
0766580_30122_37406,6774918,552,198,114,354,30122,37406
0766580_30122_36320,6775615,877,488,237,389,30122,36320
0766580_30122_28144,6772951,871,571,302,300,30122,28144
0766580_30122_30349,6774435,259,52,21,207,30122,30349
0766580_30122_30349,6774431,259,52,21,207,30122,30349
0766580_30122_30349,6774434,259,52,21,207,30122,30349
0766580_30122_30265,6774606,403,104,54,299,30122,30265
0766580_30122_30265,6774610,403,104,54,299,30122,30265
0766580_30122_37406,6775222,552,198,114,354,30122,37406
0766580_30122_37406,6774919,552,198,114,354,30122,37406
0766580_30122_38501,6774920,771,377,209,394,30122,38501
0766580_30122_35756,6774193,751,324,199,427,30122,35756
0766580_30122_35594,6774188,648,425,235,223,30122,35594
0766580_30122_36320,6775616,877,488,237,389,30122,36320
0766580_30122_28027,6772457,1005,536,286,469,30122,28027
0766580_30122_36502,6774206,996,469,290,527,30122,36502
0766580_30122_29486,6774611,891,546,321,346,30122,29486
0766580_30122_30349,6774429,259,52,21,207,30122,30349
0766580_30122_30349,6774430,259,52,21,207,30122,30349
0766580_30122_30349,6774428,259,52,21,207,30122,30349
0766580_30122_37406,6776042,552,198,114,354,30122,37406
0766580_30122_37406,6776043,552,198,114,354,30122,37406
0766580_30122_37406,6776041,552,198,114,354,30122,37406
0766580_30122_35602,6775490,732,335,195,397,30122,35602
0766580_30122_28144,6773879,871,571,302,300,30122,28144
0766580_30122_29486,6776037,891,546,321,346,30122,29486
0766580_30122_30349,6767899,259,52,21,207,30122,30349
0766580_30122_30349,6774436,259,52,21,207,30122,30349
0766580_30122_30349,6774432,259,52,21,207,30122,30349
0766580_30122_30349,6774433,259,52,21,207,30122,30349
0766580_30122_30349,6774427,259,52,21,207,30122,30349
0766676_35201_40211,6770239,725,820,488,-95,35201,40211
0767044_37068_29101,6766672,2010,932,502,1078,37068,29101
0767044_37068_29101,6769869,2010,932,502,1078,37068,29101
0767044_37068_29101,6772636,2010,932,502,1078,37068,29101
0767044_37068_29101,6774703,2010,932,502,1078,37068,29101
0769006_28613_37921,6767818,600,330,195,270,28613,37921
0774489_38555_38555,6766671,3810,2394,1384,1416,38555,38555
0774489_38555_38555,6766884,3810,2394,1384,1416,38555,38555
0774489_38555_38555,6769868,3810,2394,1384,1416,38555,38555
0774489_38555_38555,6770078,3810,2394,1384,1416,38555,38555
0774489_38555_38555,6772635,3810,2394,1384,1416,38555,38555
0774489_38555_38555,6772846,3810,2394,1384,1416,38555,38555
0774489_38555_38555,6774702,3810,2394,1384,1416,38555,38555
0774489_38555_38555,6774915,3810,2394,1384,1416,38555,38555
0774590_30122_28732,6778388,600,407,240,193,30122,28732
0775559_30253_37148,6764986,1281,579,324,702,30253,37148
0775559_30253_29483,6767497,1067,521,305,546,30253,29483
0775559_30253_29483,6769156,1067,521,305,546,30253,29483
0775559_30253_37148,6764990,1281,579,324,702,30253,37148
0775559_30253_28201,6767351,1222,435,271,787,30253,28201
0775559_30253_75050,6767494,3328,1377,827,1951,30253,75050
0775559_30253_37148,6764988,1281,579,324,702,30253,37148
0775559_30253_77092,6766081,3260,1367,834,1893,30253,77092
0775559_30253_77029,6768506,2544,1301,811,1243,30253,77029
0775559_30253_37148,6767033,1281,579,324,702,30253,37148
0775559_30253_37148,6769549,1281,579,324,702,30253,37148
0775559_30253_77029,6771330,2544,1301,811,1243,30253,77029
0775559_30253_37148,6769548,1281,579,324,702,30253,37148
0775559_30253_75234,6774008,2603,1302,830,1301,30253,75234
0775559_30253_78218,6771693,2781,1594,1009,1187,30253,78218
0775559_30253_37148,6774010,1281,579,324,702,30253,37148
0775559_30253_31320,6775630,923,506,269,417,30253,31320
0775559_30253_37148,6774012,1281,579,324,702,30253,37148
0775559_30253_71101,6776416,2135,1093,631,1042,30253,71101
0775559_30253_77092,6774006,3260,1367,834,1893,30253,77092
0775559_30253_71101,6776918,2135,1093,631,1042,30253,71101
0775559_30253_31320,6776914,923,506,269,417,30253,31320
0775559_30253_71101,6776417,2135,1093,631,1042,30253,71101
0778321_37873_29020,6773590,700,472,290,228,37873,29020
0778569_29483_15225,6769016,1930,1129,663,801,29483,15225
0778900_42240_29303,6768718,875,705,431,170,42240,29303
0778900_42240_29303,6768723,875,705,431,170,42240,29303
0778900_42240_29303,6771583,875,705,431,170,42240,29303
0778900_42240_29303,6771584,875,705,431,170,42240,29303
0778900_42240_29303,6771610,875,705,431,170,42240,29303
0778900_42240_29303,6773947,875,705,431,170,42240,29303
0778900_42240_29303,6773940,875,705,431,170,42240,29303
0778900_42240_29303,6774056,875,705,431,170,42240,29303
0778900_42240_29303,6776376,875,705,431,170,42240,29303
0778976_30228_24153,6766096,897,760,459,137,30228,24153
0778976_30228_24153,6770562,897,760,459,137,30228,24153
0778976_30228_24153,6770563,897,760,459,137,30228,24153
0778976_30228_24153,6770886,897,760,459,137,30228,24153
0778976_30228_24153,6772014,897,760,459,137,30228,24153
0778976_30228_24153,6771828,897,760,459,137,30228,24153
0778976_30228_24153,6771831,897,760,459,137,30228,24153
0778976_30228_24153,6773696,897,760,459,137,30228,24153
0778976_30228_24153,6773697,897,760,459,137,30228,24153
0778976_30228_24153,6773205,897,760,459,137,30228,24153
0778976_30228_24153,6773202,897,760,459,137,30228,24153
0778976_30228_36551,6776844,700,555,323,145,30228,36551
0778976_30228_24153,6777379,897,760,459,137,30228,24153
0778976_30228_24153,6777433,897,760,459,137,30228,24153
0778976_30228_24153,6777416,897,760,459,137,30228,24153
0778976_30228_24153,6777384,897,760,459,137,30228,24153
0778976_30228_24153,6777646,897,760,459,137,30228,24153
0778976_30228_24153,6777648,897,760,459,137,30228,24153
0781806_78359_38012,6732489,2339,1370,867,969,78359,38012
0781806_78359_28134,6746553,3254,2035,1293,1219,78359,28134
0781806_78359_77571,6765429,1050,402,219,648,78359,77571
0781806_78359_78041,6745287,994,281,157,713,78359,78041
0781806_78359_78041,6754116,994,281,157,713,78359,78041
0781806_78359_39110,6764520,1525,1286,738,239,78359,39110
0781806_78359_38012,6732490,2339,1370,867,969,78359,38012
0781806_78359_28134,6766067,3254,2035,1293,1219,78359,28134
0781806_78359_78041,6760769,994,281,157,713,78359,78041
0781806_78359_78041,6745288,994,281,157,713,78359,78041
0781806_78359_28134,6766068,3254,2035,1293,1219,78359,28134
0781806_78359_38012,6732491,2339,1370,867,969,78359,38012
0781806_78359_78041,6760770,994,281,157,713,78359,78041
0781806_78359_38012,6760757,2339,1370,867,969,78359,38012
0781806_78359_28134,6766069,3254,2035,1293,1219,78359,28134
0781806_78359_78041,6760771,994,281,157,713,78359,78041
0781806_78359_38024,6753812,2360,1336,850,1024,78359,38024
0781806_78359_78041,6760772,994,281,157,713,78359,78041
0781806_78359_38012,6760759,2339,1370,867,969,78359,38012
0781806_78359_28134,6773707,3254,2035,1293,1219,78359,28134
0781806_78359_28134,6773708,3254,2035,1293,1219,78359,28134
0781806_78359_38012,6760760,2339,1370,867,969,78359,38012
0782737_27028_27103,6771506,450,63,29,387,27028,27103
0783525_30662_37419,6770392,532,366,205,166,30662,37419
0783525_30662_37419,6770731,532,366,205,166,30662,37419
0783525_30662_37419,6770391,532,366,205,166,30662,37419
0783525_30662_37419,6774451,532,366,205,166,30662,37419
0783525_30662_37419,6774498,532,366,205,166,30662,37419
0783525_30662_37419,6777266,532,366,205,166,30662,37419
0783880_35772_27103,6775350,1061,821,435,240,35772,27103
0786725_38506_41094,6767844,820,527,331,293,38506,41094
0786725_38506_75236,6768185,2033,1205,772,828,38506,75236
0786725_38506_41094,6768556,820,527,331,293,38506,41094
0786725_38506_75236,6768743,2033,1205,772,828,38506,75236
0786725_38506_41094,6769278,820,527,331,293,38506,41094
0786725_38506_75236,6769181,2033,1205,772,828,38506,75236
0786725_38506_41094,6770185,820,527,331,293,38506,41094
0786725_38506_75236,6770882,2033,1205,772,828,38506,75236
0786725_38506_41094,6770977,820,527,331,293,38506,41094
0786725_38506_41094,6771665,820,527,331,293,38506,41094
0786725_38506_41094,6772229,820,527,331,293,38506,41094
0786725_38506_41094,6773703,820,527,331,293,38506,41094
0786725_38506_75236,6773728,2033,1205,772,828,38506,75236
0786725_38506_41094,6773868,820,527,331,293,38506,41094
0786725_38506_41094,6774148,820,527,331,293,38506,41094
0786725_38506_41094,6774211,820,527,331,293,38506,41094
0786725_38506_75236,6774437,2033,1205,772,828,38506,75236
0786725_38506_41094,6775100,820,527,331,293,38506,41094
0786725_38506_41094,6775637,820,527,331,293,38506,41094
0786725_38506_41094,6775803,820,527,331,293,38506,41094
0786725_38506_41094,6776436,820,527,331,293,38506,41094
0786725_38506_75236,6777393,2033,1205,772,828,38506,75236
0786725_38506_41094,6776438,820,527,331,293,38506,41094
0786725_38506_75236,6777396,2033,1205,772,828,38506,75236
0786725_38506_41094,6777400,820,527,331,293,38506,41094
0786725_38506_41094,6778950,820,527,331,293,38506,41094
0786725_38506_75236,6778051,2033,1205,772,828,38506,75236
0787029_28562_27834,6766638,100,112,59,-12,28562,27834
0787029_28562_37167,6767387,1741,1079,663,661,28562,37167
0787029_28562_27834,6766701,100,112,59,-12,28562,27834
0787029_28562_27834,6766758,100,112,59,-12,28562,27834
0787029_28562_37757,6768907,1479,903,509,576,28562,37757
0787029_28562_27834,6766823,100,112,59,-12,28562,27834
0787029_28562_35020,6769066,1996,1144,706,852,28562,35020
0787029_28562_27834,6766880,100,112,59,-12,28562,27834
0787029_28562_27834,6769836,100,112,59,-12,28562,27834
0787029_28562_72117,6771030,2252,1642,1038,610,28562,72117
0787029_28562_27834,6769898,100,112,59,-12,28562,27834
0787029_28562_77357,6770721,3537,2144,1364,1393,28562,77357
0787029_28562_37167,6771395,1741,1079,663,661,28562,37167
0787029_28562_27834,6769955,100,112,59,-12,28562,27834
0787029_28562_27834,6770018,100,112,59,-12,28562,27834
0787029_28562_77357,6771784,3537,2144,1364,1393,28562,77357
0787029_28562_35020,6772315,1996,1144,706,852,28562,35020
0787029_28562_27834,6770074,100,112,59,-12,28562,27834
0787029_28562_35020,6773204,1996,1144,706,852,28562,35020
0787029_28562_31326,6771031,1046,618,391,428,28562,31326
0787029_28562_27834,6772603,100,112,59,-12,28562,27834
0787029_28562_77357,6773201,3537,2144,1364,1393,28562,77357
0787029_28562_27834,6772665,100,112,59,-12,28562,27834
0787029_28562_27834,6772722,100,112,59,-12,28562,27834
0787029_28562_37167,6773621,1741,1079,663,661,28562,37167
0787029_28562_35020,6775136,1996,1144,706,852,28562,35020
0787029_28562_27834,6772785,100,112,59,-12,28562,27834
0787029_28562_37167,6775138,1741,1079,663,661,28562,37167
0787029_28562_27834,6772841,100,112,59,-12,28562,27834
0790007_30567_28393,6771009,765,741,448,24,30567,28393
0790007_30567_28393,6776427,765,741,448,24,30567,28393
0790070_37642_30518,6767213,800,504,297,296,37642,30518
0790070_37642_30518,6767229,800,504,297,296,37642,30518
0790070_37642_30288,6767244,853,489,307,364,37642,30288
0790070_37642_30518,6767203,800,504,297,296,37642,30518
0790070_37642_30518,6767210,800,504,297,296,37642,30518
0790070_37642_30518,6768349,800,504,297,296,37642,30518
0790070_37642_27360,6768896,763,372,231,391,37642,27360
0790070_37642_30518,6768082,800,504,297,296,37642,30518
0790070_37642_30518,6768085,800,504,297,296,37642,30518
0790070_37642_30518,6768339,800,504,297,296,37642,30518
0790070_37642_30518,6768094,800,504,297,296,37642,30518
0790070_37642_30518,6768092,800,504,297,296,37642,30518
0790070_37642_28379,6770139,830,548,303,282,37642,28379
0790070_37642_30518,6770436,800,504,297,296,37642,30518
0790070_37642_45011,6770304,795,545,338,250,37642,45011
0790070_37642_30518,6770282,800,504,297,296,37642,30518
0790070_37642_28379,6769400,830,548,303,282,37642,28379
0790070_37642_30518,6771642,800,504,297,296,37642,30518
0790070_37642_30518,6770902,800,504,297,296,37642,30518
0790070_37642_30518,6772453,800,504,297,296,37642,30518
0790070_37642_30518,6772451,800,504,297,296,37642,30518
0790070_37642_30518,6773549,800,504,297,296,37642,30518
0790070_37642_30518,6772508,800,504,297,296,37642,30518
0790070_37642_30518,6773552,800,504,297,296,37642,30518
0790070_37642_30518,6773560,800,504,297,296,37642,30518
0790070_37642_30518,6773586,800,504,297,296,37642,30518
0790070_37642_30518,6773596,800,504,297,296,37642,30518
0790070_37642_30518,6773594,800,504,297,296,37642,30518
0790070_37642_30518,6773761,800,504,297,296,37642,30518
0790070_37642_30518,6773755,800,504,297,296,37642,30518
0790070_37642_30518,6773771,800,504,297,296,37642,30518
0790070_37642_30518,6773765,800,504,297,296,37642,30518
0790070_37642_30518,6775992,800,504,297,296,37642,30518
0790070_37642_35553,6776009,1091,604,377,487,37642,35553
0790070_37642_27360,6777144,763,372,231,391,37642,27360
0790070_37642_30518,6776454,800,504,297,296,37642,30518
0791126_42240_37774,6771050,867,409,254,457,42240,37774
0791126_42240_37774,6771743,867,409,254,457,42240,37774
0791126_42240_37774,6775936,867,409,254,457,42240,37774
0791814_28562_37757,6766619,1290,852,524,439,28562,37757
0791814_28562_37757,6766682,1290,852,524,439,28562,37757
0791814_28562_37757,6766825,1290,852,524,439,28562,37757
0791814_28562_37757,6766858,1290,852,524,439,28562,37757
0791814_28562_37757,6769818,1290,852,524,439,28562,37757
0791814_28562_37757,6769879,1290,852,524,439,28562,37757
0791814_28562_37757,6769938,1290,852,524,439,28562,37757
0791814_28562_37757,6770020,1290,852,524,439,28562,37757
