KEY,AggLoadID,AggTotalRev,AggLdCost,AggLdMiles,AggLdMargin,AggOrgZip,AggDstZip,Div,Inc/Exc
CARAUSTAR_30106_38834,2098495,697,485,262,126,30106,38834,Van,incl
CARAUSTAR_30106_38834,2099579,697,485,262,126,30106,38834,Van,incl
CARAUSTAR_30106_38834,2099623,697,485,262,126,30106,38834,Van,incl
CARAUSTAR_45226_38834,2077770,1079,791,432,90,45226,38834,Van,incl
CARAUSTAR_45226_38834,2079815,1079,791,432,90,45226,38834,Van,incl
CARAUSTAR_45226_38834,2081966,1079,791,432,90,45226,38834,Van,incl
CARAUSTAR_45226_38834,2083897,1079,791,432,90,45226,38834,Van,incl
CARAUSTAR_45226_38834,2083904,1079,791,432,90,45226,38834,Van,incl
CARAUSTAR_45226_38834,2083905,1079,791,432,90,45226,38834,Van,incl
CARAUSTAR_45226_38834,2084345,1079,791,432,90,45226,38834,Van,incl
CARAUSTAR_45226_38834,2085913,1079,791,432,90,45226,38834,Van,incl
CARAUSTAR_45226_38834,2088433,1079,791,432,90,45226,38834,Van,incl
CARAUSTAR_45226_38834,2089035,1079,791,432,90,45226,38834,Van,incl
CARAUSTAR_45226_38834,2096307,1079,791,432,90,45226,38834,Van,incl
CARAUSTAR_45226_38834,2097664,1079,791,432,90,45226,38834,Van,incl
CARAUSTAR_45226_38834,2097828,1079,791,432,90,45226,38834,Van,incl
CARAUSTAR_45226_38834,2099577,1079,791,432,90,45226,38834,Van,incl
CARLSTAR_29805_53086,2082309,2425,1813,953,308,29805,53086,Van,incl
CARLSTAR_29805_53086,2086725,2425,1813,953,308,29805,53086,Van,incl
CARLSTAR_29805_53086,2088702,2425,1813,953,308,29805,53086,Van,incl
CARLSTAR_29805_53086,2092165,2425,1813,953,308,29805,53086,Van,incl
CARLSTAR_29805_53086,2093459,2425,1813,953,308,29805,53086,Van,incl
CARLSTAR_29805_53086,2094867,2425,1813,953,308,29805,53086,Van,incl
CARLSTAR_29805_53086,2097891,2425,1813,953,308,29805,53086,Van,incl
CARLSTAR_29805_53086,2100503,2425,1813,953,308,29805,53086,Van,incl
CARLSTAR_30253_28214,2085732,860,537,271,242,30253,28214,Van,incl
CARLSTAR_30253_28214,2092585,860,537,271,242,30253,28214,Van,incl
CARLSTAR_30253_28214,2095226,860,537,271,242,30253,28214,Van,incl
CARLSTAR_30253_28214,2098277,860,537,271,242,30253,28214,Van,incl
CARLSTAR_30253_28269,2084754,860,538,271,184,30253,28269,Van,incl
CARLSTAR_30253_28269,2099011,860,538,271,184,30253,28269,Van,incl
CARLSTAR_30253_28273,2095787,862,535,271,325,30253,28273,Van,incl
CARLSTAR_30253_48237,2081201,2031,1411,752,522,30253,48237,Van,incl
CARLSTAR_30253_48237,2083295,2031,1411,752,522,30253,48237,Van,incl
CARLSTAR_30253_48237,2085281,2031,1411,752,522,30253,48237,Van,incl
CARLSTAR_30253_48237,2087859,2031,1411,752,522,30253,48237,Van,incl
CARLSTAR_30253_48237,2089970,2031,1411,752,522,30253,48237,Van,incl
CARLSTAR_30253_48237,2090701,2031,1411,752,522,30253,48237,Van,incl
CARLSTAR_30253_48237,2095673,2031,1411,752,522,30253,48237,Van,incl
CARLSTAR_30253_48237,2100868,2031,1411,752,522,30253,48237,Van,incl
CATERPILLA_38834_60440,2078081,1654,1095,545,423,38834,60440,Van,incl
CATERPILLA_38834_60440,2081419,1654,1095,545,423,38834,60440,Van,incl
Caterpilla_38834_60440,2083470,1654,1095,545,423,38834,60440,Van,incl
CATERPILLA_38834_60440,2086575,1654,1095,545,423,38834,60440,Van,incl
Caterpilla_38834_60440,2087603,1654,1095,545,423,38834,60440,Van,incl
CATERPILLA_38834_60440,2092096,1654,1095,545,423,38834,60440,Van,incl
CATERPILLA_38834_60440,2093964,1654,1095,545,423,38834,60440,Van,incl
CATERPILLA_38834_60440,2096295,1654,1095,545,423,38834,60440,Van,incl
CATERPILLA_38834_60440,2098878,1654,1095,545,423,38834,60440,Van,incl
CATERPILLA_38834_60440,2100949,1654,1095,545,423,38834,60440,Van,incl
Caterpilla_47905_38351,2082850,933,854,460,-114,47905,38351,Van,incl
Caterpilla_47905_38351,2084381,933,854,460,-114,47905,38351,Van,incl
Caterpilla_47905_38351,2084402,933,854,460,-114,47905,38351,Van,incl
Caterpilla_47905_38351,2089804,933,854,460,-114,47905,38351,Van,incl
Caterpilla_47905_38351,2089806,933,854,460,-114,47905,38351,Van,incl
Caterpilla_47905_38351,2093134,933,854,460,-114,47905,38351,Van,incl
Caterpilla_47905_38351,2093139,933,854,460,-114,47905,38351,Van,incl
Caterpilla_47905_38351,2094496,933,854,460,-114,47905,38351,Van,incl
Caterpilla_47905_38351,2094500,933,854,460,-114,47905,38351,Van,incl
Caterpilla_47905_38351,2095727,933,854,460,-114,47905,38351,Van,incl
Caterpilla_47905_38351,2095730,933,854,460,-114,47905,38351,Van,incl
Caterpilla_47905_38351,2100917,933,854,460,-114,47905,38351,Van,incl
CCNA - Coc_37406_72404,2081230,953,789,415,-13,37406,72404,Van,incl
CCNA - Coc_37406_72404,2081232,953,789,415,-13,37406,72404,Van,incl
CCNA - Coc_37406_72404,2082253,953,789,415,-13,37406,72404,Van,incl
CCNA - Coc_37406_72404,2084952,953,789,415,-13,37406,72404,Van,incl
CCNA - Coc_37406_72404,2084974,953,789,415,-13,37406,72404,Van,incl
CCNA - Coc_37406_72404,2085532,953,789,415,-13,37406,72404,Van,incl
CCNA - Coc_37406_72404,2087068,953,789,415,-13,37406,72404,Van,incl
CCNA - Coc_37406_72404,2088098,953,789,415,-13,37406,72404,Van,incl
CCNA - Coc_37406_72404,2091399,953,789,415,-13,37406,72404,Van,incl
CCNA - Coc_37406_72404,2091858,953,789,415,-13,37406,72404,Van,incl
CCNA - Coc_37406_72404,2094373,953,789,415,-13,37406,72404,Van,incl
CCNA - Coc_37406_72404,2094806,953,789,415,-13,37406,72404,Van,incl
CCNA - Coc_37406_72404,2097114,953,789,415,-13,37406,72404,Van,incl
CCNA - Coc_37406_72404,2097116,953,789,415,-13,37406,72404,Van,incl
CCNA - Coc_37406_72404,2097486,953,789,415,-13,37406,72404,Van,incl
CCNA - Coc_37406_72404,2097970,953,789,415,-13,37406,72404,Van,incl
charlotte_28110_35111,2080139,1013,892,427,-40,28110,35111,Van,incl
charlotte_28110_35111,2080140,1013,892,427,-40,28110,35111,Van,incl
charlotte_28110_35111,2083614,1013,892,427,-40,28110,35111,Van,incl
charlotte_28110_35111,2083615,1013,892,427,-40,28110,35111,Van,incl
charlotte_28110_35111,2086865,1013,892,427,-40,28110,35111,Van,incl
charlotte_28110_35111,2090325,1013,892,427,-40,28110,35111,Van,incl
charlotte_28110_35111,2090326,1013,892,427,-40,28110,35111,Van,incl
charlotte_28110_35111,2093647,1013,892,427,-40,28110,35111,Van,incl
charlotte_28110_35111,2093650,1013,892,427,-40,28110,35111,Van,incl
charlotte_28110_35111,2096189,1013,892,427,-40,28110,35111,Van,incl
charlotte_28110_35111,2096190,1013,892,427,-40,28110,35111,Van,incl
charlotte_28110_35111,2099302,1013,892,427,-40,28110,35111,Van,incl
Charter St_53080_38108,2085405,1300,1239,653,-69,53080,38108,Van,incl
Charter St_53080_38108,2085410,1300,1239,653,-69,53080,38108,Van,incl
CHARTER ST_53080_38108,2088105,1300,1239,653,-69,53080,38108,Van,incl
CHARTER ST_53080_38108,2088108,1300,1239,653,-69,53080,38108,Van,incl
CHARTER ST_53080_38108,2092749,1300,1239,653,-69,53080,38108,Van,incl
Charter St_53080_38108,2098157,1300,1239,653,-69,53080,38108,Van,incl
CHARTER ST_53080_38108,2101280,1300,1239,653,-69,53080,38108,Van,incl
CHARTER ST_53080_38108,2101281,1300,1239,653,-69,53080,38108,Van,incl
CINCINNATI_45226_38834,2081914,1069,793,432,79,45226,38834,Van,incl
CJ LOGISTI_30253_38231,2087108,725,733,401,-121,30253,38231,Van,incl
CLEAN CONT_31088_45889,2078331,1467,1282,699,56,31088,45889,Van,incl
CLEAN CONT_31088_45889,2081570,1467,1282,699,56,31088,45889,Van,incl
CLEAN CONT_31088_45889,2084946,1467,1282,699,56,31088,45889,Van,incl
CLEAN CONT_31088_45889,2088162,1467,1282,699,56,31088,45889,Van,incl
CLEAN CONT_31088_45889,2091791,1467,1282,699,56,31088,45889,Van,incl
CLEAN CONT_31088_45889,2094412,1467,1282,699,56,31088,45889,Van,incl
CLEAN CONT_31088_45889,2097485,1467,1282,699,56,31088,45889,Van,incl
Clearwater_60421_30297,2086785,1450,1358,737,-96,60421,30297,Van,incl
Clearwater_60421_30297,2089848,1450,1358,737,-96,60421,30297,Van,incl
Clearwater_60421_30297,2090566,1450,1358,737,-96,60421,30297,Van,incl
CLIF BAR I_30102_72335,2089845,800,846,433,-137,30102,72335,Van,incl
CLIF BAR I_30102_72335,2098155,800,846,433,-137,30102,72335,Van,incl
CMC Foods_30336_37211,2082884,630,459,245,10,30336,37211,Van,incl
CMC Foods_30336_37211,2084903,630,459,245,10,30336,37211,Van,incl
CMC Foods_30336_37211,2084904,630,459,245,10,30336,37211,Van,incl
CMC Foods_30336_37211,2084905,630,459,245,10,30336,37211,Van,incl
CMC Foods_30336_37211,2097010,630,459,245,10,30336,37211,Van,incl
CMP-ADVERT_60803_75067,2084862,2311,1769,898,430,60803,75067,Van,incl
CMP-ADVERT_60803_75067,2091870,2311,1769,898,430,60803,75067,Van,incl
CMP-ADVERT_60803_75067,2092422,2311,1769,898,430,60803,75067,Van,incl
CMP-ADVERT_60803_75067,2093899,2311,1769,898,430,60803,75067,Van,incl
CMP-ADVERT_60803_75067,2095627,2311,1769,898,430,60803,75067,Van,incl
CMP-ADVERT_60803_75067,2096110,2311,1769,898,430,60803,75067,Van,incl
CMP-ADVERT_60803_75067,2096115,2311,1769,898,430,60803,75067,Van,incl
CMP-ADVERT_60803_75067,2097842,2311,1769,898,430,60803,75067,Van,incl
CMP-ADVERT_60803_75067,2097843,2311,1769,898,430,60803,75067,Van,incl
CMP-ADVERT_60803_75067,2098198,2311,1769,898,430,60803,75067,Van,incl
CMP-ADVERT_60803_75067,2101589,2311,1769,898,430,60803,75067,Van,incl
CMP-HEARST_38611_30263,2079607,1206,671,337,439,38611,30263,Van,incl
CMP-HEARST_38611_30263,2079610,1206,671,337,439,38611,30263,Van,incl
CMP-HEARST_38611_30263,2081489,1206,671,337,439,38611,30263,Van,incl
CMP-HEARST_38611_30263,2083010,1206,671,337,439,38611,30263,Van,incl
CMP-HEARST_38611_30263,2084865,1206,671,337,439,38611,30263,Van,incl
CMP-HEARST_38611_30263,2086378,1206,671,337,439,38611,30263,Van,incl
CMP-HEARST_38611_30263,2086379,1206,671,337,439,38611,30263,Van,incl
CMP-HEARST_38611_30263,2088230,1206,671,337,439,38611,30263,Van,incl
CMP-HEARST_38611_30263,2088231,1206,671,337,439,38611,30263,Van,incl
CMP-HEARST_38611_30263,2088232,1206,671,337,439,38611,30263,Van,incl
CMP-HEARST_38611_30263,2089697,1206,671,337,439,38611,30263,Van,incl
CMP-HEARST_38611_30263,2091820,1206,671,337,439,38611,30263,Van,incl
CMP-HEARST_38611_30263,2091825,1206,671,337,439,38611,30263,Van,incl
CMP-HEARST_38611_30263,2091852,1206,671,337,439,38611,30263,Van,incl
CMP-HEARST_38611_30263,2091853,1206,671,337,439,38611,30263,Van,incl
CMP-HEARST_38611_30263,2092526,1206,671,337,439,38611,30263,Van,incl
CMP-HEARST_38611_30263,2092809,1206,671,337,439,38611,30263,Van,incl
CMP-HEARST_38611_30263,2092811,1206,671,337,439,38611,30263,Van,incl
CMP-HEARST_38611_30263,2093092,1206,671,337,439,38611,30263,Van,incl
CMP-HEARST_38611_30263,2093095,1206,671,337,439,38611,30263,Van,incl
CMP-HEARST_38611_30263,2093330,1206,671,337,439,38611,30263,Van,incl
CMP-HEARST_38611_30263,2093332,1206,671,337,439,38611,30263,Van,incl
CMP-HEARST_38611_30263,2095086,1206,671,337,439,38611,30263,Van,incl
CMP-HEARST_38611_30263,2095108,1206,671,337,439,38611,30263,Van,incl
CMP-HEARST_38611_30263,2095110,1206,671,337,439,38611,30263,Van,incl
CMP-HEARST_38611_30263,2095933,1206,671,337,439,38611,30263,Van,incl
CMP-HEARST_38611_30263,2097238,1206,671,337,439,38611,30263,Van,incl
CMP-HEARST_38611_30263,2097239,1206,671,337,439,38611,30263,Van,incl
CMP-HEARST_38611_43162,2084824,1787,1077,560,599,38611,43162,Van,incl
CMP-HEARST_38611_43162,2086475,1787,1077,560,599,38611,43162,Van,incl
CMP-HEARST_38611_43162,2089640,1787,1077,560,599,38611,43162,Van,incl
CMP-HEARST_38611_43162,2091827,1787,1077,560,599,38611,43162,Van,incl
CMP-HEARST_38611_43162,2091934,1787,1077,560,599,38611,43162,Van,incl
CMP-HEARST_38611_43162,2095090,1787,1077,560,599,38611,43162,Van,incl
CMP-HEARST_38611_43162,2095774,1787,1077,560,599,38611,43162,Van,incl
CMP-HEARST_38611_44720,2078893,2646,1336,693,1193,38611,44720,Van,incl
CMP-HEARST_38611_44720,2081601,2646,1336,693,1193,38611,44720,Van,incl
CMP-HEARST_38611_44720,2084986,2646,1336,693,1193,38611,44720,Van,incl
CMP-HEARST_38611_44720,2087963,2646,1336,693,1193,38611,44720,Van,incl
CMP-HEARST_38611_44720,2090396,2646,1336,693,1193,38611,44720,Van,incl
CMP-HEARST_38611_44720,2097219,2646,1336,693,1193,38611,44720,Van,incl
CMP-HEARST_38611_60447,2086312,1623,1033,523,478,38611,60447,Van,incl
CMP-HEARST_38611_60447,2089637,1623,1033,523,478,38611,60447,Van,incl
CMP-HEARST_38611_60447,2091304,1623,1033,523,478,38611,60447,Van,incl
CMP-HEARST_38611_60447,2092420,1623,1033,523,478,38611,60447,Van,incl
CMP-HEARST_38611_60447,2093651,1623,1033,523,478,38611,60447,Van,incl
CMP-HEARST_38611_60447,2095626,1623,1033,523,478,38611,60447,Van,incl
CMP-HEARST_38611_60543,2078894,1753,1024,537,663,38611,60543,Van,incl
CMP-HEARST_38611_60543,2080948,1753,1024,537,663,38611,60543,Van,incl
CMP-HEARST_38611_60543,2086420,1753,1024,537,663,38611,60543,Van,incl
CMP-HEARST_38611_60543,2090702,1753,1024,537,663,38611,60543,Van,incl
Coast To C_38106_30252,2093756,1200,770,418,303,38106,30252,Van,incl
COCA COLA_30354_37209,2096618,650,476,259,104,30354,37209,Van,incl
COCA COLA_30354_38301,2096459,851,698,379,-15,30354,38301,Van,incl
Cole Tool_44862_38305,2080935,1529,1128,576,271,44862,38305,Van,incl
Cole Tool_44862_38305,2083681,1529,1128,576,271,44862,38305,Van,incl
Cole Tool_44862_38305,2083682,1529,1128,576,271,44862,38305,Van,incl
Cole Tool_44862_38305,2086919,1529,1128,576,271,44862,38305,Van,incl
Cole Tool_44862_38305,2086920,1529,1128,576,271,44862,38305,Van,incl
Cole Tool_44862_38305,2086922,1529,1128,576,271,44862,38305,Van,incl
Cole Tool_44862_38305,2091153,1529,1128,576,271,44862,38305,Van,incl
Cole Tool_44862_38305,2091154,1529,1128,576,271,44862,38305,Van,incl
Cole Tool_44862_38305,2093661,1529,1128,576,271,44862,38305,Van,incl
Cole Tool_44862_38305,2093662,1529,1128,576,271,44862,38305,Van,incl
Cole Tool_44862_38305,2096405,1529,1128,576,271,44862,38305,Van,incl
Cole Tool_44862_38305,2096409,1529,1128,576,271,44862,38305,Van,incl
Cole Tool_44862_38305,2098020,1529,1128,576,271,44862,38305,Van,incl
Cole Tool_44862_38305,2101440,1529,1128,576,271,44862,38305,Van,incl
Cole Tool_44862_38305,2101441,1529,1128,576,271,44862,38305,Van,incl
Cole Tool_44862_38305,2101443,1529,1128,576,271,44862,38305,Van,incl
Cole Tool_44862_38305,2101444,1529,1128,576,271,44862,38305,Van,incl
COLGATE-PA_30122_31636,2086375,942,495,254,-9,30122,31636,Van,incl
Company Bo_28273_72370,2082107,1100,1183,651,-174,28273,72370,Van,incl
Con Agra G_43502_37885,2078346,1190,877,473,209,43502,37885,Van,incl
CONAGRA GR_43502_37885,2082898,1206,905,473,114,43502,37885,Van,incl
CONAGRA GR_43502_37885,2084823,1206,905,473,114,43502,37885,Van,incl
CONAGRA GR_43502_37885,2087403,1206,905,473,114,43502,37885,Van,incl
CONAGRA GR_43502_37885,2090232,1206,905,473,114,43502,37885,Van,incl
CONAGRA GR_43502_37885,2092480,1206,905,473,114,43502,37885,Van,incl
CONAGRA GR_43502_37885,2096128,1206,905,473,114,43502,37885,Van,incl
CONAGRA GR_43502_37885,2096130,1206,905,473,114,43502,37885,Van,incl
CONAGRA GR_43502_37885,2096131,1206,905,473,114,43502,37885,Van,incl
CONAGRA GR_43502_37885,2097829,1206,905,473,114,43502,37885,Van,incl
CONAGRA GR_43502_37885,2099143,1206,905,473,114,43502,37885,Van,incl
CONAGRA GR_43502_37885,2100591,1206,905,473,114,43502,37885,Van,incl
Cooper Lig_38671_30269,2080343,1297,702,372,502,38671,30269,Van,incl
COOPER LIG_38671_30269,2082557,1297,702,372,502,38671,30269,Van,incl
COOPER LIG_38671_30269,2084480,1297,702,372,502,38671,30269,Van,incl
COOPER LIG_38671_30269,2087146,1297,702,372,502,38671,30269,Van,incl
COOPER LIG_38671_30269,2089409,1297,702,372,502,38671,30269,Van,incl
COOPER LIG_38671_30269,2090739,1297,702,372,502,38671,30269,Van,incl
COOPER LIG_38671_30269,2092194,1297,702,372,502,38671,30269,Van,incl
Cooper Lig_38671_30269,2093929,1297,702,372,502,38671,30269,Van,incl
COOPER LIG_38671_30269,2095998,1297,702,372,502,38671,30269,Van,incl
COORS BREW_38118_31705,2081171,1264,861,453,334,38118,31705,Van,incl
COORS BREW_38118_31705,2081180,1264,861,453,334,38118,31705,Van,incl
COORS BREW_38118_31705,2086886,1264,861,453,334,38118,31705,Van,incl
COORS BREW_38118_31705,2086888,1264,861,453,334,38118,31705,Van,incl
COORS BREW_38118_31705,2087257,1264,861,453,334,38118,31705,Van,incl
COORS BREW_38118_31705,2087259,1264,861,453,334,38118,31705,Van,incl
COORS BREW_38118_31705,2087260,1264,861,453,334,38118,31705,Van,incl
COORS BREW_38118_31705,2087261,1264,861,453,334,38118,31705,Van,incl
COORS BREW_38118_31705,2087264,1264,861,453,334,38118,31705,Van,incl
COORS BREW_38118_31705,2087272,1264,861,453,334,38118,31705,Van,incl
COORS BREW_38118_31705,2087273,1264,861,453,334,38118,31705,Van,incl
COORS BREW_38118_31705,2087277,1264,861,453,334,38118,31705,Van,incl
COORS BREW_38118_31705,2087817,1264,861,453,334,38118,31705,Van,incl
COORS BREW_38118_31705,2087819,1264,861,453,334,38118,31705,Van,incl
COORS BREW_38118_31705,2093385,1264,861,453,334,38118,31705,Van,incl
COORS BREW_38118_31705,2093400,1264,861,453,334,38118,31705,Van,incl
COORS BREW_38118_31705,2095876,1264,861,453,334,38118,31705,Van,incl
COORS BREW_38118_31705,2095901,1264,861,453,334,38118,31705,Van,incl
COORS BREW_38118_31705,2095907,1264,861,453,334,38118,31705,Van,incl
Cordova -_28330_38141,2098300,1150,1264,689,-570,28330,38141,Van,incl
CORDOVA FI_28330_38141,2079429,1188,1260,689,-234,28330,38141,Van,incl
CORDOVA FI_28330_38141,2083754,1188,1260,689,-234,28330,38141,Van,incl
CORDOVA FI_28330_38141,2090554,1188,1260,689,-234,28330,38141,Van,incl
CORDOVA FI_28330_38141,2090555,1188,1260,689,-234,28330,38141,Van,incl
CRAFCO INC_38040_44509,2080336,1460,1256,690,108,38040,44509,Van,incl
Crafco Inc_38040_44509,2081311,1460,1256,690,108,38040,44509,Van,incl
CRAFCO INC_38040_44509,2081932,1460,1256,690,108,38040,44509,Van,incl
CRAFCO INC_38040_44509,2084528,1460,1256,690,108,38040,44509,Van,incl
CRAFCO INC_38040_44509,2085029,1460,1256,690,108,38040,44509,Van,incl
Crafco Inc_38040_44509,2095219,1460,1256,690,108,38040,44509,Van,incl
CRAFCO INC_38040_44509,2095883,1460,1256,690,108,38040,44509,Van,incl
CRAFCO INC_38040_44509,2097095,1460,1256,690,108,38040,44509,Van,incl
Crafco Inc_38040_44509,2098369,1460,1256,690,108,38040,44509,Van,incl
Crafco Inc_38040_44509,2099120,1460,1256,690,108,38040,44509,Van,incl
Crafco Inc_38040_44509,2100348,1460,1256,690,108,38040,44509,Van,incl
CRAFCO INC_38040_44509,2100379,1460,1256,690,108,38040,44509,Van,incl
CRAFCO INC_38040_60115,2080584,1187,946,510,164,38040,60115,Van,incl
CRAFCO INC_38040_60115,2086700,1187,946,510,164,38040,60115,Van,incl
CRAFCO INC_38040_60115,2091386,1187,946,510,164,38040,60115,Van,incl
CRAFCO INC_38040_60115,2092101,1187,946,510,164,38040,60115,Van,incl
Crafco Inc_38040_60115,2093970,1187,946,510,164,38040,60115,Van,incl
CRAFCO INC_38040_60115,2095831,1187,946,510,164,38040,60115,Van,incl
CRAFCO INC_38040_60115,2097119,1187,946,510,164,38040,60115,Van,incl
CRAFCO INC_38040_60115,2097683,1187,946,510,164,38040,60115,Van,incl
CRAFCO INC_38040_60115,2099183,1187,946,510,164,38040,60115,Van,incl
Crafco Inc_38040_60115,2099800,1187,946,510,164,38040,60115,Van,incl
Crafco Inc_38040_60115,2099805,1187,946,510,164,38040,60115,Van,incl
CRAFCO INC_38040_60115,2100381,1187,946,510,164,38040,60115,Van,incl
Crafco_38040_44509,2082403,1452,1253,690,142,38040,44509,Van,incl
Crafco_38040_44509,2085697,1452,1253,690,142,38040,44509,Van,incl
Crafco_38040_60115,2080484,1174,948,510,114,38040,60115,Van,incl
Crafco_38040_60115,2083733,1174,948,510,114,38040,60115,Van,incl
Crafco_38040_60115,2098220,1174,948,510,114,38040,60115,Van,incl
Crestview_38141_30252,2092266,1200,745,405,323,38141,30252,Van,incl
CRESTVIEW_38141_30252,2097678,1200,745,405,323,38141,30252,Van,incl
CUPPLES J_38301_30519,2081098,1374,753,398,512,38301,30519,Van,incl
CUPPLES J_38301_30519,2081099,1374,753,398,512,38301,30519,Van,incl
CUPPLES J_38301_30519,2081100,1374,753,398,512,38301,30519,Van,incl
CUPPLES J_38301_30519,2081104,1374,753,398,512,38301,30519,Van,incl
CUPPLES J_38301_30519,2085003,1374,753,398,512,38301,30519,Van,incl
CUPPLES J_38301_30519,2088838,1374,753,398,512,38301,30519,Van,incl
CUPPLES J_38301_30519,2088841,1374,753,398,512,38301,30519,Van,incl
CUPPLES J_38301_30519,2088842,1374,753,398,512,38301,30519,Van,incl
CUPPLES J_38301_30519,2088845,1374,753,398,512,38301,30519,Van,incl
CUPPLES J_38301_30519,2091802,1374,753,398,512,38301,30519,Van,incl
CUPPLES J_38301_30519,2093052,1374,753,398,512,38301,30519,Van,incl
CUPPLES J_38301_30519,2094426,1374,753,398,512,38301,30519,Van,incl
CUPPLES J_38301_30519,2094427,1374,753,398,512,38301,30519,Van,incl
CUPPLES J_38301_30519,2094429,1374,753,398,512,38301,30519,Van,incl
CUPPLES J_38301_30519,2094432,1374,753,398,512,38301,30519,Van,incl
CUPPLES J_38301_30519,2094433,1374,753,398,512,38301,30519,Van,incl
CUPPLES J_38301_30519,2094435,1374,753,398,512,38301,30519,Van,incl
CUPPLES J_38301_30519,2095127,1374,753,398,512,38301,30519,Van,incl
CUPPLES J_38301_30519,2096968,1374,753,398,512,38301,30519,Van,incl
CUPPLES J_38301_30519,2096969,1374,753,398,512,38301,30519,Van,incl
CUPPLES J_38301_30519,2096970,1374,753,398,512,38301,30519,Van,incl
CUPPLES J_38301_30519,2096973,1374,753,398,512,38301,30519,Van,incl
CUPPLES J_38301_30519,2096974,1374,753,398,512,38301,30519,Van,incl
CUPPLES J_38301_30519,2099455,1374,753,398,512,38301,30519,Van,incl
CUPPLES J_38301_30519,2099456,1374,753,398,512,38301,30519,Van,incl
CUPPLES J_38301_30519,2099457,1374,753,398,512,38301,30519,Van,incl
CUPPLES J_38301_30519,2099458,1374,753,398,512,38301,30519,Van,incl
CUPPLES J_38301_30519,2099459,1374,753,398,512,38301,30519,Van,incl
CUPPLES J_38301_30519,2099460,1374,753,398,512,38301,30519,Van,incl
CUPPLES J_38301_30519,2099461,1374,753,398,512,38301,30519,Van,incl
CUPPLES J_38301_30519,2099463,1374,753,398,512,38301,30519,Van,incl
DC 7- BATH_43068_28273,2097535,1434,947,425,476,43068,28273,Van,incl
DELTA FAUC_38305_22630,2077886,2446,1383,724,941,38305,22630,Van,incl
DELTA FAUC_38305_22630,2077887,2446,1383,724,941,38305,22630,Van,incl
DELTA FAUC_38305_22630,2080465,2446,1383,724,941,38305,22630,Van,incl
DELTA FAUC_38305_22630,2082397,2446,1383,724,941,38305,22630,Van,incl
DELTA FAUC_38305_22630,2085612,2446,1383,724,941,38305,22630,Van,incl
DELTA FAUC_38305_22630,2090358,2446,1383,724,941,38305,22630,Van,incl
DELTA FAUC_38305_22630,2092864,2446,1383,724,941,38305,22630,Van,incl
DELTA FAUC_38305_22630,2092865,2446,1383,724,941,38305,22630,Van,incl
DELTA FAUC_38305_22630,2097006,2446,1383,724,941,38305,22630,Van,incl
DELTA FAUC_38305_22630,2100487,2446,1383,724,941,38305,22630,Van,incl
DELTA FAUC_38305_22630,2100682,2446,1383,724,941,38305,22630,Van,incl
DELTA FAUC_38305_45822,2077875,1739,1058,527,636,38305,45822,Van,incl
DELTA FAUC_38305_45822,2080977,1739,1058,527,636,38305,45822,Van,incl
DELTA FAUC_38305_45822,2082336,1739,1058,527,636,38305,45822,Van,incl
DELTA FAUC_38305_45822,2082338,1739,1058,527,636,38305,45822,Van,incl
DELTA FAUC_38305_45822,2085621,1739,1058,527,636,38305,45822,Van,incl
DELTA FAUC_38305_45822,2090356,1739,1058,527,636,38305,45822,Van,incl
DELTA FAUC_38305_45822,2090357,1739,1058,527,636,38305,45822,Van,incl
DELTA FAUC_38305_45822,2092861,1739,1058,527,636,38305,45822,Van,incl
DELTA FAUC_38305_45822,2092862,1739,1058,527,636,38305,45822,Van,incl
DELTA FAUC_38305_45822,2097014,1739,1058,527,636,38305,45822,Van,incl
DELTA FAUC_38305_45822,2100674,1739,1058,527,636,38305,45822,Van,incl
DELTA FAUC_47240_38305,2080198,1126,807,390,227,47240,38305,Van,incl
DELTA FAUC_47240_38305,2080199,1126,807,390,227,47240,38305,Van,incl
DELTA FAUC_47240_38305,2080200,1126,807,390,227,47240,38305,Van,incl
DELTA FAUC_47240_38305,2082229,1126,807,390,227,47240,38305,Van,incl
DELTA FAUC_47240_38305,2082230,1126,807,390,227,47240,38305,Van,incl
DELTA FAUC_47240_38305,2082231,1126,807,390,227,47240,38305,Van,incl
DELTA FAUC_47240_38305,2085658,1126,807,390,227,47240,38305,Van,incl
DELTA FAUC_47240_38305,2085659,1126,807,390,227,47240,38305,Van,incl
DELTA FAUC_47240_38305,2085660,1126,807,390,227,47240,38305,Van,incl
DELTA FAUC_47240_38305,2088320,1126,807,390,227,47240,38305,Van,incl
DELTA FAUC_47240_38305,2088321,1126,807,390,227,47240,38305,Van,incl
DELTA FAUC_47240_38305,2088322,1126,807,390,227,47240,38305,Van,incl
DELTA FAUC_47240_38305,2093027,1126,807,390,227,47240,38305,Van,incl
DELTA FAUC_47240_38305,2093038,1126,807,390,227,47240,38305,Van,incl
DELTA FAUC_47240_38305,2095049,1126,807,390,227,47240,38305,Van,incl
DELTA FAUC_47240_38305,2095050,1126,807,390,227,47240,38305,Van,incl
DELTA FAUC_47240_38305,2095051,1126,807,390,227,47240,38305,Van,incl
DELTA FAUC_47240_38305,2098664,1126,807,390,227,47240,38305,Van,incl
DELTA FAUC_47240_38305,2098665,1126,807,390,227,47240,38305,Van,incl
DELTA FAUC_47240_38305,2098666,1126,807,390,227,47240,38305,Van,incl
