KEY,trip_id,trip_revenue,trip_cost,trip_distance,trip_orgn_zip,trip_dst_zip,MARGIN_RANK,must_take_flag,deadhead_cost,tour_id,tour_position,prior_two_trips,next_two_trips,prior_zip,next_zip,accepted
A0468172,A0468172,912,1092,481,56303,60446,1,False,,,,,,,,0
A0468170,A0468170,912,1092,481,56303,60446,2,False,,,,,,,,0
A0468165,A0468165,912,1092,481,56303,60446,3,False,,,,,,,,0
A0468167,A0468167,912,1092,481,56303,60446,4,False,,,,,,,,0
A0468841,A0468841,912,1092,481,56303,60446,5,False,,,,,,,,0
A0466758,A0466758,912,1092,481,56303,60446,6,False,,,,,,,,0
A0467401,A0467401,912,1092,481,56303,60446,7,False,,,,,,,,0
A0467391,A0467391,912,1092,481,56303,60446,8,False,,,,,,,,0
A0465351,A0465351,912,1092,481,56303,60446,9,False,,,,,,,,0
A0466757,A0466757,912,1092,481,56303,60446,10,False,,,,,,,,0
A0467424,A0467424,912,1092,481,56303,60446,11,False,,,,,,,,0
A0467403,A0467403,912,1092,481,56303,60446,12,False,,,,,,,,0
A0467404,A0467404,912,1092,481,56303,60446,13,False,,,,,,,,0
A0467974,A0467974,912,1092,481,56303,60446,14,False,,,,,,,,0
A0467421,A0467421,750,914,387,56303,61073,1,False,354.1736145019531,0.0,471.0,['A0467627' 'A0470242'],['A0469994' 'A0469883'],55792,61021,1
A0469294,A0469294,1014,1179,529,76011,66049,1,False,,,,,,,,0
A0469693,A0469693,1014,1179,529,76011,66049,2,False,0.0,0.0,195.0,['A0466316' 'A0468141'],['A0468078' 'A0465680'],76051,64504,1
A0469694,A0469694,1014,1179,529,76011,66049,3,False,0.0,2.0,133.0,['A0469600' 'A0466619'],['A0466729' 'A0470555'],76051,66021,1
A0470205,A0470205,1014,1179,529,76011,66049,4,False,0.0,0.0,79.0,['A0468890' 'A0469725'],['A0470045' 'A0467590'],76051,66021,1
A0470206,A0470206,1014,1179,529,76011,66049,5,False,0.0,0.0,955.0,['A0467765' 'A0469129'],['A0468496' 'A0467107'],76051,66021,1
A0465223,A0465223,1014,1179,529,76011,66049,6,False,,,,,,,,0
A0464921,A0464921,1014,1179,529,76011,66049,7,False,,,,,,,,0
A0467685,A0467685,1014,1179,529,76011,66049,8,False,,,,,,,,0
A0469695,A0469695,1014,1179,529,76011,66049,9,False,,,,,,,,0
A0467687,A0467687,1014,1179,529,76011,66049,10,False,0.0,0.0,6.0,['A0466775' 'A0467695'],['A0470497' 'A0467319'],76051,66021,1
A0467684,A0467684,1014,1179,529,76011,66049,11,False,0.0,0.0,843.0,['A0468860' 'A0469344'],['A0467215' 'A0466570'],76051,66021,1
A0467689,A0467689,1014,1179,529,76011,66049,12,False,0.0,0.0,489.0,['A0465746' 'A0469039'],['A0469639' 'A0469572'],76051,66083,1
A0465355,A0465355,992,865,372,41094,61362,1,False,146.72079467773438,0.0,686.0,['A0467308' 'A0466241'],['A0466561' 'A0466705'],40510,61354,1
A0469696,A0469696,992,865,372,41094,61362,2,False,0.0,0.0,390.0,['A0469895' 'A0468349'],['A0469915' 'A0468378'],41018,61354,1
A0469004,A0469004,992,865,372,41094,61362,3,False,0.0,0.0,869.0,['A0466262' 'A0468915'],['A0457061' 'A0467496'],41094,61354,1
A0465956,A0465956,992,865,372,41094,61362,4,False,0.0,2.0,69.0,['A0467666' 'A0468981'],['A0469374' 'A0469249'],41042,61354,1
A0466332,A0466332,992,865,372,41094,61362,5,False,304.43121337890625,0.0,797.0,['A0467606' 'A0469721'],['A0463722' 'A0467275'],40741,61354,1
A0469894,A0469894,804,860,371,45356,60115,1,False,0.0,0.0,876.0,['A0469508' 'A0466647'],['A0468348' 'A0467978'],45371,61111,1
A0469895,A0469895,804,860,371,45356,60115,2,False,0.0,0.0,388.0,['A0470441' 'A0470066'],['A0468349' 'A0469696'],45356,61111,1
A0469892,A0469892,804,860,371,45356,60115,3,False,0.0,0.0,736.0,['A0466910' 'A0466994'],['A0468351' 'A0470030'],45356,61111,1
A0468657,A0468657,804,860,371,45356,60115,4,False,0.0,0.0,638.0,['A0469616' 'A0469441'],['A0462085' 'A0467159'],45356,61109,1
A0468097,A0468097,600,562,250,45356,47546,1,False,0.0,0.0,379.0,['A0467240' 'A0466980'],['A0467199' 'A0467706'],45324,42303,1
A0469417,A0469417,1129,1039,440,55429,60436,1,False,0.0,0.0,669.0,['A0465975' 'A0466657'],['A0470307' 'A0467003'],55413,60436,1
A0469386,A0469386,1129,1039,440,55429,60436,2,False,0.0,0.0,384.0,['A0469542' 'A0468685'],['A0468639' 'A0470441'],55413,60431,1
A0469424,A0469424,1129,1039,440,55429,60436,3,False,0.0,3.0,59.0,['A0467700' 'A0469201'],['A0470305' 'A0468998'],55431,60436,1
A0468017,A0468017,1129,1039,440,55429,60436,4,False,0.0,0.0,320.0,['A0469356' 'A0469119'],['A0468530' 'A0466838'],55429,60436,1
A0469304,A0469304,800,708,309,45014,16117,1,False,,,,,,,,0
A0466881,A0466881,1840,2306,1085,45014,77041,1,False,,,,,,,,0
A0468343,A0468343,1900,2098,954,45014,75042,1,False,,,,,,,,0
A0466448,A0466448,740,887,389,56013,61068,1,False,200.89759826660156,0.0,787.0,['A0470766' 'A0469377'],['A0466323' 'A0467388'],55359,61021,1
A0466639,A0466639,740,887,389,56013,61068,2,False,0.0,0.0,143.0,['A0467054' 'A0469085'],['A0466499' 'A0468060'],56007,61021,1
A0466638,A0466638,740,887,389,56013,61068,3,False,200.89759826660156,2.0,141.0,['A0469518' 'A0470035'],['A0469192' 'A0466215'],55359,61008,1
A0470409,A0470409,683,752,341,44646,40258,1,False,0.0,0.0,605.0,['A0468442' 'A0467349'],['A0469268' 'A0466515'],44601,40258,1
A0469007,A0469007,683,752,341,44646,40258,2,False,0.0,0.0,99.0,['A0470523' 'A0466755'],['A0466840' 'A0468527'],44601,40258,1
A0468987,A0468987,683,752,341,44646,40258,3,False,0.0,0.0,742.0,['A0467218' 'A0466763'],['A0466059' 'A0468486'],44601,40258,1
A0469451,A0469451,780,722,304,63118,38654,1,False,0.0,3.0,22.0,['A0468312' 'A0468768'],['A0467873' 'A0467693'],63132,38106,1
A0470618,A0470618,800,1025,471,63118,54656,1,False,0.0,0.0,647.0,['A0469425' 'A0469821'],['A0469189' 'A0467953'],63132,54603,1
A0468285,A0468285,746,811,366,63118,53590,1,False,0.0,0.0,1064.0,['A0468163' 'A0468009'],['A0467151' 'A0469537'],63132,53546,1
A0468524,A0468524,700,900,411,45069,60803,1,False,,,,,,,,0
A0468446,A0468446,700,900,411,45069,60803,2,False,,,,,,,,0
