KEY,trip_id,trip_revenue,trip_cost,trip_distance,trip_orgn_zip,trip_dst_zip,MARGIN_RANK,must_take_flag,deadhead_cost,tour_id,tour_position,prior_two_trips,next_two_trips,prior_zip,next_zip,accepted
FIRST SOLAR_LOG/43465/42265,1919434,1590,955,458,43465,42265,1,False,0.0,0.0,1872.0,[1927395 1929585],[1922763 1931811],43420,38201,1
FIRST SOLAR_LOG/43465/42265,1923355,1590,955,458,43465,42265,2,False,250.3489990234375,0.0,177.0,[1920694 1930567],[1927193 1923532],43207,37210,1
FIRST SOLAR_LOG/43465/42265,1919412,1590,955,458,43465,42265,3,False,250.3489990234375,0.0,1883.0,[1927028 1923343],[1923095 1921159],43228,37210,1
FIRST SOLAR_LOG/43465/42265,1923328,1590,955,458,43465,42265,4,False,250.3489990234375,0.0,1331.0,[1927027 1926391],[1926539 1922422],43228,37040,1
FIRST SOLAR_LOG/43465/42265,1926435,1590,955,458,43465,42265,5,False,250.3489990234375,0.0,710.0,[1923211 1926414],[1930076 1922806],43228,42134,1
FIRST SOLAR_LOG/43465/42265,1919491,1590,955,458,43465,42265,6,False,250.3489990234375,0.0,934.0,[1929283 1926419],[1932985 1930898],43228,42261,1
FIRST SOLAR_LOG/43465/42265,1926447,1590,955,458,43465,42265,7,False,250.3489990234375,0.0,418.0,[1932941 1925916],[1923409 1922935],43209,37122,1
FIRST SOLAR_LOG/43465/42265,1926403,1590,955,458,43465,42265,8,False,250.3489990234375,1.0,185.0,[1921993 1923313],[1923405 1925773],43228,37122,1
FIRST SOLAR_LOG/43465/42265,1919419,1590,955,458,43465,42265,9,False,250.3489990234375,0.0,353.0,[1923280 1930326],[1930137 1922853],43228,37210,1
FIRST SOLAR_LOG/43465/42265,1923336,1590,955,458,43465,42265,10,False,250.3489990234375,0.0,1125.0,[1928516 1926428],[1932085 1920894],43228,42303,1
FIRST SOLAR_LOG/43465/42265,1923340,1590,955,458,43465,42265,11,False,250.3489990234375,0.0,2126.0,[1921992 1926381],[1929926 1920899],43228,37172,1
FIRST SOLAR_LOG/43465/42265,1919448,1590,955,458,43465,42265,12,False,0.0,0.0,2102.0,[1925796 1932814],[1932430 1923931],43402,37160,1
FIRST SOLAR_LOG/43465/42265,1923334,1590,955,458,43465,42265,13,False,0.0,0.0,2758.0,[1920115 1923959],[1922321 1926514],43420,42240,1
FIRST SOLAR_LOG/43465/42265,1923357,1590,955,458,43465,42265,14,False,182.07200622558594,0.0,1449.0,[1931061 1932521],[1922313 1919292],48237,42240,1
FIRST SOLAR_LOG/43465/42265,1919431,1590,955,458,43465,42265,15,False,250.3489990234375,0.0,1407.0,[1927029 1929615],[1920304 1930322],43228,42420,1
FIRST SOLAR_LOG/43465/42265,1919498,1590,955,458,43465,42265,16,False,250.3489990234375,0.0,1477.0,[1929747 1919444],[1931989 1916601],43228,42301,1
FIRST SOLAR_LOG/43465/42265,1923301,1590,955,458,43465,42265,17,False,250.3489990234375,0.0,1780.0,[1926676 1926375],[1923398 1930789],43228,38201,1
FIRST SOLAR_LOG/43465/42265,1923316,1590,955,458,43465,42265,18,False,182.07200622558594,0.0,2986.0,[1926373 1923182],[1926502 1918510],48234,37210,1
FIRST SOLAR_LOG/43465/42265,1919440,1590,955,458,43465,42265,19,False,250.3489990234375,0.0,961.0,[1923565 1923297],[1929276 1928359],43228,37211,1
FIRST SOLAR_LOG/43465/43228,1919435,797,277,131,43465,43228,1,False,250.3489990234375,0.0,292.0,[1918022 1923335],[1922225 1919325],43228,43078,1
FIRST SOLAR_LOG/43465/43228,1923383,797,277,131,43465,43228,2,False,250.3489990234375,0.0,2266.0,[1918065 1923311],[1922126 1918727],43228,43219,1
FIRST SOLAR_LOG/43465/43228,1929648,797,277,131,43465,43228,3,False,250.3489990234375,0.0,738.0,[1924815 1919406],[1922724 1919374],43228,43078,1
FIRST SOLAR_LOG/43465/43228,1915786,797,277,131,43465,43228,4,False,0.0,0.0,2769.0,[1925413 1929191],[1928393 1933535],43420,43050,1
FIRST SOLAR_LOG/43465/43228,1929617,797,277,131,43465,43228,5,False,0.0,0.0,2629.0,[1926017 1929190],[1923912 1930460],43420,43050,1
FIRST SOLAR_LOG/43465/43228,1915792,797,277,131,43465,43228,6,False,0.0,0.0,855.0,[1929155 1930283],[1921073 1927125],43420,43230,1
FIRST SOLAR_LOG/43465/43228,1919452,797,277,131,43465,43228,7,False,250.3489990234375,0.0,625.0,[1932042 1923293],[1922807 1926714],43228,43207,1
FIRST SOLAR_LOG/43465/43228,1929624,797,277,131,43465,43228,8,False,0.0,0.0,100.0,[1933042 1926153],[1926042 1928207],43420,43207,1
FIRST SOLAR_LOG/43465/43228,1929596,797,277,131,43465,43228,9,False,250.3489990234375,0.0,1410.0,[1920304 1930322],[1922733 1920716],43228,43064,1
FIRST SOLAR_LOG/43465/43228,1926408,797,277,131,43465,43228,10,False,250.3489990234375,0.0,2259.0,[1927356 1926448],[1924746 1919326],43228,43078,1
FIRST SOLAR_LOG/43465/43228,1923384,797,277,131,43465,43228,11,False,250.3489990234375,0.0,3360.0,[1923233 1923306],[1923407 1923576],43228,43078,1
FIRST SOLAR_LOG/43465/43228,1919485,797,277,131,43465,43228,12,False,250.3489990234375,0.0,2416.0,[1923230 1919466],[1923406 1923575],43228,43078,1
