KEY,AggLoadID,AggTotalRev,AggLdCost,AggLdMiles,AggOrgZip,AggDstZip,MARGIN_RANK,Lock In
TRA_IB3658272113,TRA_IB001,972,896,465,36582,72113,1,
TRA_IB3658272113,TRA_IB002,972,896,465,36582,72113,2,
TRA_IB3610872113,TRA_IB003,905,903,469,36108,72113,1,
TRA_IB7200672113,TRA_IB004,371,249,82,72006,72113,1,
TRA_IB7196072113,TRA_IB005,428,290,106,71960,72113,1,
TRA_IB7196072113,TRA_IB006,428,290,106,71960,72113,2,
TRA_IB7196072113,TRA_IB007,428,290,106,71960,72113,3,
TRA_IB7185272113,TRA_IB008,475,336,133,71852,72113,1,
TRA_IB7185272113,TRA_IB009,475,336,133,71852,72113,2,
TRA_IB7185272113,TRA_IB010,475,336,133,71852,72113,3,
TRA_IB7185272113,TRA_IB011,475,336,133,71852,72113,4,
TRA_IB7185272113,TRA_IB012,475,336,133,71852,72113,5,
TRA_IB7185272113,TRA_IB013,475,336,133,71852,72113,6,
TRA_IB7180172113,TRA_IB014,428,309,117,71801,72113,1,
TRA_IB7180172113,TRA_IB015,428,309,117,71801,72113,2,
TRA_IB7180172113,TRA_IB016,428,309,117,71801,72113,3,
TRA_IB7180172113,TRA_IB017,428,309,117,71801,72113,4,
TRA_IB7180172113,TRA_IB018,428,309,117,71801,72113,5,
TRA_IB7180172113,TRA_IB019,428,309,117,71801,72113,6,
TRA_IB7180172113,TRA_IB020,428,309,117,71801,72113,7,
TRA_IB7180172113,TRA_IB021,428,309,117,71801,72113,8,
TRA_IB7180172113,TRA_IB022,428,309,117,71801,72113,9,
TRA_IB7180172113,TRA_IB023,428,309,117,71801,72113,10,
TRA_IB7180172113,TRA_IB024,428,309,117,71801,72113,11,
TRA_IB7180172113,TRA_IB025,428,309,117,71801,72113,12,
TRA_IB7250172113,TRA_IB026,336,283,102,72501,72113,1,
TRA_IB7250172113,TRA_IB027,336,283,102,72501,72113,2,
TRA_IB7250172113,TRA_IB028,336,283,102,72501,72113,3,
TRA_IB7250172113,TRA_IB029,336,283,102,72501,72113,4,
TRA_IB7250172113,TRA_IB030,336,283,102,72501,72113,5,
TRA_IB7250172113,TRA_IB031,336,283,102,72501,72113,6,
TRA_IB7250172113,TRA_IB032,336,283,102,72501,72113,7,
TRA_IB7250172113,TRA_IB033,336,283,102,72501,72113,8,
TRA_IB7250172113,TRA_IB034,336,283,102,72501,72113,9,
TRA_IB7250172113,TRA_IB035,336,283,102,72501,72113,10,
TRA_IB7163972113,TRA_IB036,315,282,101,71639,72113,1,
TRA_IB7163972113,TRA_IB037,315,282,101,71639,72113,2,
TRA_IB7163972113,TRA_IB038,315,282,101,71639,72113,3,
TRA_IB7163972113,TRA_IB039,315,282,101,71639,72113,4,
TRA_IB7163972113,TRA_IB040,315,282,101,71639,72113,5,
TRA_IB7163972113,TRA_IB041,315,282,101,71639,72113,6,
TRA_IB7163972113,TRA_IB042,315,282,101,71639,72113,7,
TRA_IB7163972113,TRA_IB043,315,282,101,71639,72113,8,
TRA_IB7163972113,TRA_IB044,315,282,101,71639,72113,9,
TRA_IB7163972113,TRA_IB045,315,282,101,71639,72113,10,
TRA_IB7163972113,TRA_IB046,315,282,101,71639,72113,11,
TRA_IB7163972113,TRA_IB047,315,282,101,71639,72113,12,
TRA_IB7163972113,TRA_IB048,315,282,101,71639,72113,13,
TRA_IB7163972113,TRA_IB049,315,282,101,71639,72113,14,
TRA_IB7163972113,TRA_IB050,315,282,101,71639,72113,15,
TRA_IB7163972113,TRA_IB051,315,282,101,71639,72113,16,
TRA_IB7163972113,TRA_IB052,315,282,101,71639,72113,17,
TRA_IB7163972113,TRA_IB053,315,282,101,71639,72113,18,
TRA_IB7163972113,TRA_IB054,315,282,101,71639,72113,19,
TRA_IB7163972113,TRA_IB055,315,282,101,71639,72113,20,
TRA_IB7163972113,TRA_IB056,315,282,101,71639,72113,21,
TRA_IB7163972113,TRA_IB057,315,282,101,71639,72113,22,
TRA_IB7163972113,TRA_IB058,315,282,101,71639,72113,23,
TRA_IB7163972113,TRA_IB059,315,282,101,71639,72113,24,
TRA_IB7163972113,TRA_IB060,315,282,101,71639,72113,25,
TRA_IB7163972113,TRA_IB061,315,282,101,71639,72113,26,
TRA_IB7163972113,TRA_IB062,315,282,101,71639,72113,27,
TRA_IB7163972113,TRA_IB063,315,282,101,71639,72113,28,
TRA_IB7163972113,TRA_IB064,315,282,101,71639,72113,29,
TRA_IB7163972113,TRA_IB065,315,282,101,71639,72113,30,
TRA_IB7163972113,TRA_IB066,315,282,101,71639,72113,31,
TRA_IB7163972113,TRA_IB067,315,282,101,71639,72113,32,
TRA_IB7163972113,TRA_IB068,315,282,101,71639,72113,33,
TRA_IB7163972113,TRA_IB069,315,282,101,71639,72113,34,
TRA_IB7163972113,TRA_IB070,315,282,101,71639,72113,35,
TRA_IB7163972113,TRA_IB071,315,282,101,71639,72113,36,
TRA_IB7163972113,TRA_IB072,315,282,101,71639,72113,37,
TRA_IB7163972113,TRA_IB073,315,282,101,71639,72113,38,
TRA_IB7163972113,TRA_IB074,315,282,101,71639,72113,39,
TRA_IB7163972113,TRA_IB075,315,282,101,71639,72113,40,
TRA_IB7163972113,TRA_IB076,315,282,101,71639,72113,41,
TRA_IB7163972113,TRA_IB077,315,282,101,71639,72113,42,
TRA_IB7163972113,TRA_IB078,315,282,101,71639,72113,43,
TRA_IB7163972113,TRA_IB079,315,282,101,71639,72113,44,
TRA_IB7163972113,TRA_IB080,315,282,101,71639,72113,45,
TRA_IB7163972113,TRA_IB081,315,282,101,71639,72113,46,
TRA_IB7163972113,TRA_IB082,315,282,101,71639,72113,47,
TRA_IB7163972113,TRA_IB083,315,282,101,71639,72113,48,
TRA_IB7163972113,TRA_IB084,315,282,101,71639,72113,49,
TRA_IB7163972113,TRA_IB085,315,282,101,71639,72113,50,
TRA_IB7163972113,TRA_IB086,315,282,101,71639,72113,51,
TRA_IB7163972113,TRA_IB087,315,282,101,71639,72113,52,
TRA_IB7163972113,TRA_IB088,315,282,101,71639,72113,53,
TRA_IB7163972113,TRA_IB089,315,282,101,71639,72113,54,
TRA_IB7163972113,TRA_IB090,315,282,101,71639,72113,55,
TRA_IB7163972113,TRA_IB091,315,282,101,71639,72113,56,
TRA_IB7163972113,TRA_IB092,315,282,101,71639,72113,57,
TRA_IB7163972113,TRA_IB093,315,282,101,71639,72113,58,
TRA_IB7163972113,TRA_IB094,315,282,101,71639,72113,59,
TRA_IB7163972113,TRA_IB095,315,282,101,71639,72113,60,
TRA_IB7163972113,TRA_IB096,315,282,101,71639,72113,61,
TRA_IB7163972113,TRA_IB097,315,282,101,71639,72113,62,
TRA_IB7163972113,TRA_IB098,315,282,101,71639,72113,63,
TRA_IB7163972113,TRA_IB099,315,282,101,71639,72113,64,
TRA_IB7163972113,TRA_IB100,315,282,101,71639,72113,65,
TRA_IB7163972113,TRA_IB101,315,282,101,71639,72113,66,
TRA_IB7160172113,TRA_IB102,333,206,56,71601,72113,1,
TRA_IB7160172113,TRA_IB103,333,206,56,71601,72113,2,
TRA_IB7160172113,TRA_IB104,333,206,56,71601,72113,3,
TRA_IB7160172113,TRA_IB105,333,206,56,71601,72113,4,
TRA_IB7176272113,TRA_IB106,362,353,143,71762,72113,1,
TRA_IB7176272113,TRA_IB107,362,353,143,71762,72113,2,
TRA_IB7176272113,TRA_IB108,362,353,143,71762,72113,3,
TRA_IB7176272113,TRA_IB109,362,353,143,71762,72113,4,
TRA_IB7176272113,TRA_IB110,362,353,143,71762,72113,5,
TRA_IB7176272113,TRA_IB111,362,353,143,71762,72113,6,
TRA_IB7176272113,TRA_IB112,362,353,143,71762,72113,7,
TRA_IB7176272113,TRA_IB113,362,353,143,71762,72113,8,
TRA_IB7176272113,TRA_IB114,362,353,143,71762,72113,9,
TRA_IB8040372113,TRA_IB115,1067,1789,978,80403,72113,1,
TRA_IB8072072113,TRA_IB116,1109,1649,895,80720,72113,1,
TRA_IB8072072113,TRA_IB117,1109,1649,895,80720,72113,2,
TRA_IB8072072113,TRA_IB118,1109,1649,895,80720,72113,3,
TRA_IB8072072113,TRA_IB119,1109,1649,895,80720,72113,4,
TRA_IB8105072113,TRA_IB120,969,1478,794,81050,72113,1,
TRA_IB8105072113,TRA_IB121,969,1478,794,81050,72113,2,
TRA_IB8105072113,TRA_IB122,969,1478,794,81050,72113,3,
TRA_IB8104772113,TRA_IB123,939,1338,711,81047,72113,1,
TRA_IB8104772113,TRA_IB124,939,1338,711,81047,72113,2,
TRA_IB5200272113,TRA_IB125,1534,1288,697,52002,72113,1,
TRA_IB5200272113,TRA_IB126,1534,1288,697,52002,72113,2,
TRA_IB5255672113,TRA_IB127,1263,1099,585,52556,72113,1,
TRA_IB5255672113,TRA_IB128,1263,1099,585,52556,72113,2,
TRA_IB6265672113,TRA_IB129,1366,932,486,62656,72113,1,
TRA_IB6110972113,TRA_IB130,1322,1190,639,61109,72113,1,
TRA_IB6134272113,TRA_IB131,1281,1118,596,61342,72113,1,
TRA_IB6252172113,TRA_IB132,1145,952,498,62521,72113,1,
TRA_IB4671472113,TRA_IB133,1514,1302,705,46714,72113,1,
TRA_IB4680972113,TRA_IB134,1516,1325,719,46809,72113,1,
TRA_IB4680972113,TRA_IB135,1516,1325,719,46809,72113,2,
TRA_IB4680972113,TRA_IB136,1516,1325,719,46809,72113,3,
TRA_IB4680972113,TRA_IB137,1516,1325,719,46809,72113,4,
TRA_IB4680972113,TRA_IB138,1516,1325,719,46809,72113,5,
TRA_IB4680972113,TRA_IB139,1516,1325,719,46809,72113,6,
TRA_IB4680972113,TRA_IB140,1516,1325,719,46809,72113,7,
TRA_IB4680972113,TRA_IB141,1516,1325,719,46809,72113,8,
TRA_IB4798072113,TRA_IB142,1217,1182,634,47980,72113,1,
TRA_IB4798072113,TRA_IB143,1217,1182,634,47980,72113,2,
TRA_IB4787272113,TRA_IB144,1139,1028,543,47872,72113,1,
TRA_IB4787272113,TRA_IB145,1139,1028,543,47872,72113,2,
TRA_IB4787272113,TRA_IB146,1139,1028,543,47872,72113,3,
TRA_IB4787272113,TRA_IB147,1139,1028,543,47872,72113,4,
TRA_IB6715672113,TRA_IB148,958,793,393,67156,72113,1,
TRA_IB6715672113,TRA_IB149,958,793,393,67156,72113,2,
TRA_IB6753072113,TRA_IB150,1287,1070,552,67530,72113,1,
TRA_IB6602172113,TRA_IB151,855,824,422,66021,72113,1,
TRA_IB6602172113,TRA_IB152,855,824,422,66021,72113,2,
TRA_IB6602172113,TRA_IB153,855,824,422,66021,72113,3,
TRA_IB6604072113,TRA_IB154,855,719,360,66040,72113,1,
TRA_IB6604072113,TRA_IB155,855,719,360,66040,72113,2,
TRA_IB6621972113,TRA_IB156,855,805,411,66219,72113,1,
TRA_IB6611572113,TRA_IB157,855,817,418,66115,72113,1,
TRA_IB6611572113,TRA_IB158,855,817,418,66115,72113,2,
TRA_IB6611572113,TRA_IB159,855,817,418,66115,72113,3,
TRA_IB6611572113,TRA_IB160,855,817,418,66115,72113,4,
TRA_IB6680172113,TRA_IB161,980,849,437,66801,72113,1,
TRA_IB6680172113,TRA_IB162,980,849,437,66801,72113,2,
TRA_IB4271872113,TRA_IB163,1151,994,523,42718,72113,1,
TRA_IB4271872113,TRA_IB164,1151,994,523,42718,72113,2,
TRA_IB4271872113,TRA_IB165,1151,994,523,42718,72113,3,
TRA_IB4271872113,TRA_IB166,1151,994,523,42718,72113,4,
TRA_IB4271872113,TRA_IB167,1151,994,523,42718,72113,5,
TRA_IB4264272113,TRA_IB168,1098,954,499,42642,72113,1,
TRA_IB4264272113,TRA_IB169,1098,954,499,42642,72113,2,
TRA_IB4264272113,TRA_IB170,1098,954,499,42642,72113,3,
TRA_IB4264272113,TRA_IB171,1098,954,499,42642,72113,4,
TRA_IB4264272113,TRA_IB172,1098,954,499,42642,72113,5,
TRA_IB4264272113,TRA_IB173,1098,954,499,42642,72113,6,
TRA_IB4264272113,TRA_IB174,1098,954,499,42642,72113,7,
TRA_IB4264272113,TRA_IB175,1098,954,499,42642,72113,8,
TRA_IB4264272113,TRA_IB176,1098,954,499,42642,72113,9,
TRA_IB4264272113,TRA_IB177,1098,954,499,42642,72113,10,
TRA_IB4264272113,TRA_IB178,1098,954,499,42642,72113,11,
TRA_IB4981272113,TRA_IB179,2025,1762,952,49812,72113,1,
TRA_IB4934872113,TRA_IB180,1601,1461,796,49348,72113,1,
TRA_IB4933172113,TRA_IB181,1624,1501,820,49331,72113,1,
TRA_IB4944272113,TRA_IB182,1603,1485,810,49442,72113,1,
TRA_IB4944272113,TRA_IB183,1603,1485,810,49442,72113,2,
TRA_IB4944272113,TRA_IB184,1603,1485,810,49442,72113,3,
TRA_IB5572672113,TRA_IB185,2040,1759,976,55726,72113,1,
TRA_IB5638772113,TRA_IB186,2025,1651,912,56387,72113,1,
TRA_IB5638772113,TRA_IB187,2025,1651,912,56387,72113,2,
TRA_IB6570672113,TRA_IB188,549,486,222,65706,72113,1,
TRA_IB6580272113,TRA_IB189,512,452,202,65802,72113,1,
TRA_IB6580272113,TRA_IB190,512,452,202,65802,72113,2,
TRA_IB6580272113,TRA_IB191,512,452,202,65802,72113,3,
TRA_IB6580272113,TRA_IB192,512,452,202,65802,72113,4,
TRA_IB6580272113,TRA_IB193,512,452,202,65802,72113,5,
TRA_IB6580272113,TRA_IB194,512,452,202,65802,72113,6,
TRA_IB6580272113,TRA_IB195,512,452,202,65802,72113,7,
TRA_IB6580272113,TRA_IB196,512,452,202,65802,72113,8,
TRA_IB6580272113,TRA_IB197,512,452,202,65802,72113,9,
TRA_IB6580272113,TRA_IB198,512,452,202,65802,72113,10,
TRA_IB6580272113,TRA_IB199,512,452,202,65802,72113,11,
TRA_IB6580272113,TRA_IB200,512,452,202,65802,72113,12,
TRA_IB6580272113,TRA_IB201,512,452,202,65802,72113,13,
TRA_IB6580272113,TRA_IB202,512,452,202,65802,72113,14,
TRA_IB6580272113,TRA_IB203,512,452,202,65802,72113,15,
TRA_IB6580272113,TRA_IB204,512,452,202,65802,72113,16,
TRA_IB6580272113,TRA_IB205,512,452,202,65802,72113,17,
TRA_IB6580272113,TRA_IB206,512,452,202,65802,72113,18,
TRA_IB6580272113,TRA_IB207,512,452,202,65802,72113,19,
TRA_IB6580272113,TRA_IB208,512,452,202,65802,72113,20,
TRA_IB6580272113,TRA_IB209,512,452,202,65802,72113,21,
TRA_IB6580272113,TRA_IB210,512,452,202,65802,72113,22,
TRA_IB6580272113,TRA_IB211,512,452,202,65802,72113,23,
TRA_IB6485072113,TRA_IB212,602,523,244,64850,72113,1,
TRA_IB6485072113,TRA_IB213,602,523,244,64850,72113,2,
TRA_IB6485072113,TRA_IB214,602,523,244,64850,72113,3,
TRA_IB6450772113,TRA_IB215,944,900,467,64507,72113,1,
TRA_IB6450772113,TRA_IB216,944,900,467,64507,72113,2,
TRA_IB6450772113,TRA_IB217,944,900,467,64507,72113,3,
TRA_IB6450772113,TRA_IB218,944,900,467,64507,72113,4,
TRA_IB6411672113,TRA_IB219,855,814,416,64116,72113,1,
TRA_IB6403072113,TRA_IB220,855,776,394,64030,72113,1,
TRA_IB6308472113,TRA_IB221,896,755,381,63084,72113,1,
TRA_IB6375572113,TRA_IB222,716,626,305,63755,72113,1,
TRA_IB6505872113,TRA_IB223,815,731,367,65058,72113,1,
TRA_IB6505872113,TRA_IB224,815,731,367,65058,72113,2,
TRA_IB6505872113,TRA_IB225,815,731,367,65058,72113,3,
TRA_IB6505872113,TRA_IB226,815,731,367,65058,72113,4,
TRA_IB6505872113,TRA_IB227,815,731,367,65058,72113,5,
TRA_IB6505872113,TRA_IB228,815,731,367,65058,72113,6,
TRA_IB6505872113,TRA_IB229,815,731,367,65058,72113,7,
TRA_IB6505872113,TRA_IB230,815,731,367,65058,72113,8,
TRA_IB6505872113,TRA_IB231,815,731,367,65058,72113,9,
TRA_IB6505872113,TRA_IB232,815,731,367,65058,72113,10,
TRA_IB6505872113,TRA_IB233,815,731,367,65058,72113,11,
TRA_IB6505872113,TRA_IB234,815,731,367,65058,72113,12,
TRA_IB6505872113,TRA_IB235,815,731,367,65058,72113,13,
TRA_IB6505872113,TRA_IB236,815,731,367,65058,72113,14,
TRA_IB6505872113,TRA_IB237,815,731,367,65058,72113,15,
TRA_IB6505872113,TRA_IB238,815,731,367,65058,72113,16,
TRA_IB6505872113,TRA_IB239,815,731,367,65058,72113,17,
TRA_IB6505872113,TRA_IB240,815,731,367,65058,72113,18,
TRA_IB6505872113,TRA_IB241,815,731,367,65058,72113,19,
TRA_IB6505872113,TRA_IB242,815,731,367,65058,72113,20,
TRA_IB6505872113,TRA_IB243,815,731,367,65058,72113,21,
TRA_IB6505872113,TRA_IB244,815,731,367,65058,72113,22,
TRA_IB6505872113,TRA_IB245,815,731,367,65058,72113,23,
TRA_IB6505872113,TRA_IB246,815,731,367,65058,72113,24,
TRA_IB6505872113,TRA_IB247,815,731,367,65058,72113,25,
TRA_IB6505872113,TRA_IB248,815,731,367,65058,72113,26,
TRA_IB6505872113,TRA_IB249,815,731,367,65058,72113,27,
TRA_IB6505872113,TRA_IB250,815,731,367,65058,72113,28,
TRA_IB6505872113,TRA_IB251,815,731,367,65058,72113,29,
TRA_IB6505872113,TRA_IB252,815,731,367,65058,72113,30,
TRA_IB6505872113,TRA_IB253,815,731,367,65058,72113,31,
TRA_IB6505872113,TRA_IB254,815,731,367,65058,72113,32,
TRA_IB6505872113,TRA_IB255,815,731,367,65058,72113,33,
TRA_IB6505872113,TRA_IB256,815,731,367,65058,72113,34,
TRA_IB6505872113,TRA_IB257,815,731,367,65058,72113,35,
TRA_IB6505872113,TRA_IB258,815,731,367,65058,72113,36,
TRA_IB6505872113,TRA_IB259,815,731,367,65058,72113,37,
TRA_IB6505872113,TRA_IB260,815,731,367,65058,72113,38,
TRA_IB6505872113,TRA_IB261,815,731,367,65058,72113,39,
TRA_IB6505872113,TRA_IB262,815,731,367,65058,72113,40,
TRA_IB6505872113,TRA_IB263,815,731,367,65058,72113,41,
TRA_IB6505872113,TRA_IB264,815,731,367,65058,72113,42,
TRA_IB6505872113,TRA_IB265,815,731,367,65058,72113,43,
TRA_IB6505872113,TRA_IB266,815,731,367,65058,72113,44,
TRA_IB6505872113,TRA_IB267,815,731,367,65058,72113,45,
TRA_IB6505872113,TRA_IB268,815,731,367,65058,72113,46,
TRA_IB3887972113,TRA_IB269,735,540,254,38879,72113,1,
TRA_IB8794372113,TRA_IB270,1786,1864,1038,87943,72113,1,
TRA_IB8800872113,TRA_IB271,1615,1775,985,88008,72113,1,
TRA_IB8800872113,TRA_IB272,1615,1775,985,88008,72113,2,
TRA_IB8800872113,TRA_IB273,1615,1775,985,88008,72113,3,
TRA_IB8800872113,TRA_IB274,1615,1775,985,88008,72113,4,
TRA_IB8800872113,TRA_IB275,1615,1775,985,88008,72113,5,
TRA_IB8800872113,TRA_IB276,1615,1775,985,88008,72113,6,
TRA_IB8800872113,TRA_IB277,1615,1775,985,88008,72113,7,
TRA_IB8800872113,TRA_IB278,1615,1775,985,88008,72113,8,
TRA_IB1342472113,TRA_IB279,2044,2215,1246,13424,72113,1,
TRA_IB4424172113,TRA_IB280,1706,1589,875,44241,72113,1,
TRA_IB4487572113,TRA_IB281,1698,1488,815,44875,72113,1,
TRA_IB4460172113,TRA_IB282,1732,1611,888,44601,72113,1,
TRA_IB4406072113,TRA_IB283,1752,1629,899,44060,72113,1,
TRA_IB4322472113,TRA_IB284,1471,1356,737,43224,72113,1,
TRA_IB4321372113,TRA_IB285,1474,1363,741,43213,72113,1,
TRA_IB4356972113,TRA_IB286,1555,1464,801,43569,72113,1,
TRA_IB4584072113,TRA_IB287,1523,1433,783,45840,72113,1,
TRA_IB4584072113,TRA_IB288,1523,1433,783,45840,72113,2,
TRA_IB4584072113,TRA_IB289,1523,1433,783,45840,72113,3,
TRA_IB4584072113,TRA_IB290,1523,1433,783,45840,72113,4,
TRA_IB4584072113,TRA_IB291,1523,1433,783,45840,72113,5,
TRA_IB4584072113,TRA_IB292,1523,1433,783,45840,72113,6,
TRA_IB4584072113,TRA_IB293,1523,1433,783,45840,72113,7,
TRA_IB4537772113,TRA_IB294,1331,1270,686,45377,72113,1,
TRA_IB4537772113,TRA_IB295,1331,1270,686,45377,72113,2,
TRA_IB4537772113,TRA_IB296,1331,1270,686,45377,72113,3,
TRA_IB4537772113,TRA_IB297,1331,1270,686,45377,72113,4,
TRA_IB7450172113,TRA_IB298,609,537,252,74501,72113,1,
TRA_IB7450172113,TRA_IB299,609,537,252,74501,72113,2,
TRA_IB7450172113,TRA_IB300,609,537,252,74501,72113,3,
TRA_IB7311772113,TRA_IB301,732,658,324,73117,72113,1,
TRA_IB7435472113,TRA_IB302,643,567,270,74354,72113,1,
TRA_IB7435472113,TRA_IB303,643,567,270,74354,72113,2,
TRA_IB7435472113,TRA_IB304,643,567,270,74354,72113,3,
TRA_IB7435472113,TRA_IB305,643,567,270,74354,72113,4,
TRA_IB7435472113,TRA_IB306,643,567,270,74354,72113,5,
TRA_IB2961172113,TRA_IB307,1185,1248,673,29611,72113,1,
TRA_IB2933472113,TRA_IB308,1217,1278,691,29334,72113,1,
TRA_IB5755272113,TRA_IB309,2427,1834,1020,57552,72113,1,
TRA_IB5755272113,TRA_IB310,2427,1834,1020,57552,72113,2,
TRA_IB3845072113,TRA_IB311,791,609,295,38450,72113,1,
TRA_IB7524372113,TRA_IB312,605,657,323,75243,72113,1,
TRA_IB7524372113,TRA_IB313,605,657,323,75243,72113,2,
TRA_IB7524372113,TRA_IB314,605,657,323,75243,72113,3,
TRA_IB7524372113,TRA_IB315,605,657,323,75243,72113,4,
TRA_IB7524372113,TRA_IB316,605,657,323,75243,72113,5,
TRA_IB7524372113,TRA_IB317,605,657,323,75243,72113,6,
TRA_IB7524372113,TRA_IB318,605,657,323,75243,72113,7,
TRA_IB7524372113,TRA_IB319,605,657,323,75243,72113,8,
TRA_IB7524372113,TRA_IB320,605,657,323,75243,72113,9,
TRA_IB7504272113,TRA_IB321,599,641,314,75042,72113,1,
TRA_IB7526172113,TRA_IB322,632,684,338,75261,72113,1,
TRA_IB7504072113,TRA_IB323,599,641,314,75040,72113,1,
TRA_IB7505172113,TRA_IB324,629,679,336,75051,72113,1,
TRA_IB7509272113,TRA_IB325,599,628,306,75092,72113,1,
TRA_IB7547372113,TRA_IB326,599,528,247,75473,72113,1,
TRA_IB7547372113,TRA_IB327,599,528,247,75473,72113,2,
TRA_IB7547372113,TRA_IB328,599,528,247,75473,72113,3,
TRA_IB7547372113,TRA_IB329,599,528,247,75473,72113,4,
TRA_IB7521272113,TRA_IB330,620,672,332,75212,72113,1,
TRA_IB7521272113,TRA_IB331,620,672,332,75212,72113,2,
TRA_IB7521272113,TRA_IB332,620,672,332,75212,72113,3,
TRA_IB7521272113,TRA_IB333,620,672,332,75212,72113,4,
TRA_IB7521272113,TRA_IB334,620,672,332,75212,72113,5,
TRA_IB7513472113,TRA_IB335,622,673,333,75134,72113,1,
TRA_IB7513472113,TRA_IB336,622,673,333,75134,72113,2,
TRA_IB7513472113,TRA_IB337,622,673,333,75134,72113,3,
TRA_IB7513472113,TRA_IB338,622,673,333,75134,72113,4,
TRA_IB7518172113,TRA_IB339,610,662,326,75181,72113,1,
TRA_IB7518172113,TRA_IB340,610,662,326,75181,72113,2,
TRA_IB7514972113,TRA_IB341,599,648,318,75149,72113,1,
TRA_IB7514972113,TRA_IB342,599,648,318,75149,72113,2,
TRA_IB7514972113,TRA_IB343,599,648,318,75149,72113,3,
TRA_IB7548272113,TRA_IB344,599,528,247,75482,72113,1,
TRA_IB7548272113,TRA_IB345,599,528,247,75482,72113,2,
TRA_IB7548272113,TRA_IB346,599,528,247,75482,72113,3,
TRA_IB7500672113,TRA_IB347,625,675,334,75006,72113,1,
TRA_IB7500672113,TRA_IB348,625,675,334,75006,72113,2,
TRA_IB7993572113,TRA_IB349,1799,1736,962,79935,72113,1,
TRA_IB7993572113,TRA_IB350,1799,1736,962,79935,72113,2,
TRA_IB7993572113,TRA_IB351,1799,1736,962,79935,72113,3,
TRA_IB7993572113,TRA_IB352,1799,1736,962,79935,72113,4,
TRA_IB7993572113,TRA_IB353,1799,1736,962,79935,72113,5,
TRA_IB7993572113,TRA_IB354,1799,1736,962,79935,72113,6,
TRA_IB7993572113,TRA_IB355,1799,1736,962,79935,72113,7,
TRA_IB7993572113,TRA_IB356,1799,1736,962,79935,72113,8,
TRA_IB7993572113,TRA_IB357,1799,1736,962,79935,72113,9,
TRA_IB7993572113,TRA_IB358,1799,1736,962,79935,72113,10,
TRA_IB7601772113,TRA_IB359,619,711,355,76017,72113,1,
TRA_IB7601772113,TRA_IB360,619,711,355,76017,72113,2,
TRA_IB7601772113,TRA_IB361,619,711,355,76017,72113,3,
TRA_IB7601772113,TRA_IB362,619,711,355,76017,72113,4,
TRA_IB7601772113,TRA_IB363,619,711,355,76017,72113,5,
TRA_IB7601772113,TRA_IB364,619,711,355,76017,72113,6,
TRA_IB7601772113,TRA_IB365,619,711,355,76017,72113,7,
TRA_IB7601772113,TRA_IB366,619,711,355,76017,72113,8,
TRA_IB7601772113,TRA_IB367,619,711,355,76017,72113,9,
TRA_IB7601772113,TRA_IB368,619,711,355,76017,72113,10,
TRA_IB7601772113,TRA_IB369,619,711,355,76017,72113,11,
TRA_IB7601772113,TRA_IB370,619,711,355,76017,72113,12,
TRA_IB7601772113,TRA_IB371,619,711,355,76017,72113,13,
TRA_IB7601772113,TRA_IB372,619,711,355,76017,72113,14,
TRA_IB7601772113,TRA_IB373,619,711,355,76017,72113,15,
TRA_IB7601772113,TRA_IB374,619,711,355,76017,72113,16,
TRA_IB7601772113,TRA_IB375,619,711,355,76017,72113,17,
TRA_IB7601772113,TRA_IB376,619,711,355,76017,72113,18,
TRA_IB7993672113,TRA_IB377,1799,1732,960,79936,72113,1,
TRA_IB7993672113,TRA_IB378,1799,1732,960,79936,72113,2,
TRA_IB7545572113,TRA_IB379,515,464,209,75455,72113,1,
TRA_IB7545572113,TRA_IB380,515,464,209,75455,72113,2,
TRA_IB7545572113,TRA_IB381,515,464,209,75455,72113,3,
TRA_IB7545572113,TRA_IB382,515,464,209,75455,72113,4,
TRA_IB7545572113,TRA_IB383,515,464,209,75455,72113,5,
TRA_IB7545572113,TRA_IB384,515,464,209,75455,72113,6,
TRA_IB7545572113,TRA_IB385,515,464,209,75455,72113,7,
TRA_IB7545572113,TRA_IB386,515,464,209,75455,72113,8,
TRA_IB7545572113,TRA_IB387,515,464,209,75455,72113,9,
TRA_IB7545572113,TRA_IB388,515,464,209,75455,72113,10,
TRA_IB7545572113,TRA_IB389,515,464,209,75455,72113,11,
TRA_IB7545572113,TRA_IB390,515,464,209,75455,72113,12,
TRA_IB7545572113,TRA_IB391,515,464,209,75455,72113,13,
TRA_IB7545572113,TRA_IB392,515,464,209,75455,72113,14,
TRA_IB7545572113,TRA_IB393,515,464,209,75455,72113,15,
TRA_IB7545572113,TRA_IB394,515,464,209,75455,72113,16,
TRA_IB7545572113,TRA_IB395,515,464,209,75455,72113,17,
TRA_IB7545572113,TRA_IB396,515,464,209,75455,72113,18,
TRA_IB7545572113,TRA_IB397,515,464,209,75455,72113,19,
TRA_IB7545572113,TRA_IB398,515,464,209,75455,72113,20,
TRA_IB5482972113,TRA_IB399,2025,1683,931,54829,72113,1,
TRA_OB7211336580,TRA_OB400,1070,944,493,72113,36580,1,Yes
TRA_OB7211336580,TRA_OB401,1070,944,493,72113,36580,2,Yes
TRA_OB7211336580,TRA_OB402,1070,944,493,72113,36580,3,Yes
TRA_OB7211336580,TRA_OB403,1070,944,493,72113,36580,4,Yes
