KEY,AggLoadID,AggTotalRev,AggLdCost,AggLdMiles,AggLdMargin,AggOrgZip,AggDstZip
Buy n Large_320_361,179141,807,641,371,166,32068,36104
Buy n Large_320_361,177735,807,641,371,166,32068,36104
Buy n Large_320_361,177295,807,641,371,166,32068,36104
Buy n Large_320_361,177351,807,641,371,166,32068,36104
Buy n Large_320_361,177355,807,641,371,166,32068,36104
Buy n Large_320_361,177489,807,641,371,166,32068,36104
Buy n Large_320_361,177738,807,641,371,166,32068,36104
Buy n Large_320_361,178380,807,641,371,166,32068,36104
Buy n Large_320_361,178040,807,641,371,166,32068,36104
Buy n Large_320_361,177945,807,641,371,166,32068,36104
Buy n Large_320_361,178942,807,641,371,166,32068,36104
Buy n Large_320_361,179162,807,641,371,166,32068,36104
Buy n Large_320_361,177798,807,641,371,166,32068,36104
Buy n Large_320_361,178996,807,641,371,166,32068,36104
Buy n Large_320_361,178152,807,641,371,166,32068,36104
Buy n Large_320_361,177492,807,641,371,166,32068,36104
Buy n Large_320_361,178510,807,641,371,166,32068,36104
Buy n Large_320_361,179074,807,641,371,166,32068,36104
Buy n Large_320_361,177220,807,641,371,166,32068,36104
Buy n Large_320_361,175985,807,641,371,166,32068,36104
Buy n Large_320_361,176442,807,641,371,166,32068,36104
Contoso Pharma_336_300,178286,797,775,466,22,33609,30074
Contoso Pharma_336_300,178782,797,775,466,22,33609,30074
Contoso Pharma_336_300,177396,797,775,466,22,33609,30074
Contoso Pharma_336_300,176738,797,775,466,22,33609,30074
Contoso Pharma_336_300,177545,797,775,466,22,33609,30074
Contoso Pharma_336_300,177549,797,775,466,22,33609,30074
Contoso Pharma_336_300,178014,797,775,466,22,33609,30074
Contoso Pharma_336_300,177485,797,775,466,22,33609,30074
Contoso Pharma_336_300,178018,797,775,466,22,33609,30074
Contoso Pharma_336_300,178691,797,775,466,22,33609,30074
Contoso Pharma_336_300,178954,797,775,466,22,33609,30074
Contoso Pharma_336_300,176703,797,775,466,22,33609,30074
Contoso Pharma_336_300,176809,797,775,466,22,33609,30074
Contoso Pharma_336_300,176810,797,775,466,22,33609,30074
Contoso Pharma_336_300,177392,797,775,466,22,33609,30074
Contoso Pharma_336_300,177482,797,775,466,22,33609,30074
Contoso Pharma_336_300,177652,797,775,466,22,33609,30074
Contoso Pharma_336_300,177204,797,775,466,22,33609,30074
Contoso Pharma_336_300,176501,797,775,466,22,33609,30074
Contoso Pharma_336_300,176770,797,775,466,22,33609,30074
Contoso Pharma_336_300,179387,797,775,466,22,33609,30074
Contoso Pharma_336_300,178450,797,775,466,22,33609,30074
Contoso Pharma_336_300,175172,797,775,466,22,33609,30074
Contoso Pharma_336_300,175504,797,775,466,22,33609,30074
Contoso Pharma_336_300,176375,797,775,466,22,33609,30074
Contoso Pharma_336_300,178951,797,775,466,22,33609,30074
Contoso Pharma_336_300,179035,797,775,466,22,33609,30074
Contoso Pharma_336_300,179229,797,775,466,22,33609,30074
Contoso Pharma_336_300,179329,797,775,466,22,33609,30074
Contoso Pharma_336_300,179420,797,775,466,22,33609,30074
Contoso Pharma_336_300,175503,797,775,466,22,33609,30074
Contoso Pharma_336_300,175730,797,775,466,22,33609,30074
Contoso Pharma_336_300,176658,797,775,466,22,33609,30074
Contoso Pharma_336_300,176706,797,775,466,22,33609,30074
Contoso Pharma_336_300,176707,797,775,466,22,33609,30074
Contoso Pharma_336_300,176737,797,775,466,22,33609,30074
Contoso Pharma_336_300,176739,797,775,466,22,33609,30074
Contoso Pharma_336_300,176740,797,775,466,22,33609,30074
Contoso Pharma_336_300,176808,797,775,466,22,33609,30074
Contoso Pharma_336_300,176973,797,775,466,22,33609,30074
Contoso Pharma_336_300,177139,797,775,466,22,33609,30074
Contoso Pharma_336_300,177394,797,775,466,22,33609,30074
Contoso Pharma_336_300,177650,797,775,466,22,33609,30074
Contoso Pharma_336_300,177653,797,775,466,22,33609,30074
Contoso Pharma_336_300,177654,797,775,466,22,33609,30074
Contoso Pharma_336_300,177728,797,775,466,22,33609,30074
