KEY,AggLoadID,AggTotalRev,AggLdCost,AggLdMiles,AggMargin,AggOrgZip,AggDstZip,Div,Inc/Exc,MustTakeFlag
EAST PENN_76504_38118,2088434,950,1082,594,-226,76504,38118,Van,incl, 
EAST PENN_76504_38118,2090846,950,1082,594,-226,76504,38118,Van,incl, 
East Penn_76504_38118,2088085,950,1082,594,-226,76504,38118,Van,incl, 
Eaton Powe_75241_38118,2087112,650,865,476,-253,75241,38118,Van,incl, 
ECHO INC-L_60047_22603,2100212,1786,1496,659,193,60047,22603,Van,incl, 
ECI_53566_38024,2082375,1058,1017,560,-52,53566,38024,Van,incl, 
Ecowater_38829_38663,2085228,550,58,27,406,38829,38663,Van,incl, 
ECS - VERO_38863_02038,2085078,4141,2478,1282,1500,38863,02038,Van,incl, 
ECS - VERO_38863_02038,2098478,4141,2478,1282,1500,38863,02038,Van,incl, 
ECS - VERO_38863_04106,2098683,5608,2801,1478,2805,38863,04106,Van,incl, 
ECS - VERO_38863_08691,2085073,3328,1956,1032,1370,38863,08691,Van,incl, 
ECS - VERO_38863_08691,2098480,3328,1956,1032,1370,38863,08691,Van,incl, 
ECS - VERO_38863_11801,2088619,3951,2337,1208,1585,38863,11801,Van,incl, 
ECS - VERO_38863_21113,2098542,3189,1605,887,1416,38863,21113,Van,incl, 
ECS - VERO_38863_27529,2085077,2152,1297,716,853,38863,27529,Van,incl, 
ECS - VERO_38863_28273,2088622,1965,1121,618,674,38863,28273,Van,incl, 
ECS - VERO_38863_38101,2093200,654,190,101,383,38863,38101,Van,incl, 
ECS - VERO_38863_38101,2098461,654,190,101,383,38863,38101,Van,incl, 
ECS - VERO_38863_44139,2098682,2766,1403,775,1361,38863,44139,Van,incl, 
ECS - VERO_38863_46037,2093221,2364,1371,751,991,38863,46037,Van,incl, 
ECS - VERO_38863_48111,2093069,2958,1374,755,1463,38863,48111,Van,incl, 
ECS - VERO_38863_48111,2098476,2958,1374,755,1463,38863,48111,Van,incl, 
ECS - VERO_38863_53110,2098544,2593,1521,812,1070,38863,53110,Van,incl, 
ECS - VERO_38863_55121,2090175,3943,1800,976,1938,38863,55121,Van,incl, 
ECS - VERO_38863_55121,2093067,3943,1800,976,1938,38863,55121,Van,incl, 
ECS - VERO_38863_60446,2090498,2539,1178,629,1335,38863,60446,Van,incl, 
ECS - VERO_38863_60446,2093066,2539,1178,629,1335,38863,60446,Van,incl, 
ECS - VERO_38863_60446,2098468,2539,1178,629,1335,38863,60446,Van,incl, 
ECS - VERO_38863_63045,2098543,1561,712,391,729,38863,63045,Van,incl, 
ECS - VERO_38863_66214,2093204,2231,1195,654,712,38863,66214,Van,incl, 
ECS - VERO_38863_68137,2090737,3075,1732,958,1207,38863,68137,Van,incl, 
ECS - VERO_38863_68137,2093064,3075,1732,958,1207,38863,68137,Van,incl, 
ECS - VERO_38863_70767,2087160,2378,691,379,1601,38863,70767,Van,incl, 
ECS - VERO_38863_70767,2098473,2378,691,379,1601,38863,70767,Van,incl, 
ECS - VERO_38863_77032,2090738,3198,1190,652,1960,38863,77032,Van,incl, 
ECS - VERO_38863_85705,2093242,4660,2740,1517,1789,38863,85705,Van,incl, 
ECS VERONA_38879_47130,2096468,1385,727,393,592,38879,47130,Van,incl, 
ECS VERONA_38879_47130,2096470,1385,727,393,592,38879,47130,Van,incl, 
ECS VERONA_38879_47130,2096471,1385,727,393,592,38879,47130,Van,incl, 
ECS VERONA_38879_47130,2099522,1385,727,393,592,38879,47130,Van,incl, 
ECS VERONA_38879_47130,2100754,1385,727,393,592,38879,47130,Van,incl, 
ECS VERONA_38879_47130,2100757,1385,727,393,592,38879,47130,Van,incl, 
ECS VERONA_38879_75236,2078517,1464,1053,574,372,38879,75236,Van,incl, 
ECS VERONA_38879_75236,2087360,1464,1053,574,372,38879,75236,Van,incl, 
ECS VERONA_38879_75247,2091435,1483,1042,573,402,38879,75247,Van,incl, 
Edgewell c_29730_30291,2092917,800,516,256,162,29730,30291,Van,incl, 
EDSAL MANU_60609_35111,2080915,1628,1269,637,257,60609,35111,Van,incl, 
EDSAL MANU_60609_35111,2084245,1628,1269,637,257,60609,35111,Van,incl, 
EDSAL MANU_60609_35111,2084246,1628,1269,637,257,60609,35111,Van,incl, 
EDSAL MANU_60609_35111,2087380,1628,1269,637,257,60609,35111,Van,incl, 
EDSAL MANU_60609_35111,2087381,1628,1269,637,257,60609,35111,Van,incl, 
EDSAL MANU_60609_35111,2087382,1628,1269,637,257,60609,35111,Van,incl, 
EDSAL MANU_60609_35111,2087535,1628,1269,637,257,60609,35111,Van,incl, 
EDSAL MANU_60609_35111,2087831,1628,1269,637,257,60609,35111,Van,incl, 
EDSAL MANU_60609_35111,2096934,1628,1269,637,257,60609,35111,Van,incl, 
EDSAL MANU_60609_35111,2100084,1628,1269,637,257,60609,35111,Van,incl, 
EDSAL MANU_60609_35111,2100085,1628,1269,637,257,60609,35111,Van,incl, 
EFL Global_60106_43125,2091402,1095,755,386,283,60106,43125,Van,incl, 
EIMSKIP US_23455_72447,2081049,1680,1738,959,-341,23455,72447,Van,incl, 
EJ LAUREN_76134_38652,2084112,900,1090,575,-267,76134,38652,Van,incl, 
EJ LAUREN_76134_38652,2085346,900,1090,575,-267,76134,38652,Van,incl, 
EJ LAUREN_76134_38652,2100967,900,1090,575,-267,76134,38652,Van,incl, 
Electrolux_30213_31636,2079782,676,478,238,78,30213,31636,Van,incl, 
Electrolux_30213_31636,2092014,676,478,238,78,30213,31636,Van,incl, 
Electrolux_30213_31636,2092603,676,478,238,78,30213,31636,Van,incl, 
Electrolux_30213_31636,2097190,676,478,238,78,30213,31636,Van,incl, 
Electrolux_30213_31636,2097681,676,478,238,78,30213,31636,Van,incl, 
Electrolux_30213_38671,2095529,700,725,372,-30,30213,38671,Van,incl, 
Elite Fast_61104_37321,2082301,1400,1450,756,-188,61104,37321,Van,incl, 
ELWOOD DIS_60421_75134,2101906,1950,1649,895,4,60421,75134,Van,incl, 
EMERSON CL_65536_37072,2099567,850,865,472,-332,65536,37072,Van,incl, 
EMR - Camd_08104_44683,2100477,750,949,393,-430,08104,44683,Van,incl, 
ENERGIZER_46131_22603,2092834,1551,981,503,302,46131,22603,Van,incl, 
ENERGIZER_46131_22603,2095695,1551,981,503,302,46131,22603,Van,incl, 
ENGINEERED_30701_38114,2083423,888,722,386,-44,30701,38114,Van,incl, 
ENGINEERED_30701_38114,2083437,888,722,386,-44,30701,38114,Van,incl, 
ENGINEERED_30701_38114,2083445,888,722,386,-44,30701,38114,Van,incl, 
ENGINEERED_30701_38114,2086739,888,722,386,-44,30701,38114,Van,incl, 
ENGINEERED_30701_38114,2091561,888,722,386,-44,30701,38114,Van,incl, 
ENGINEERED_30721_38114,2094694,850,691,370,29,30721,38114,Van,incl, 
ENGINEERED_30721_38114,2094695,850,691,370,29,30721,38114,Van,incl, 
ENGINEERED_30721_38114,2102021,850,691,370,29,30721,38114,Van,incl, 
Engineered_30721_38114,2099350,850,691,370,29,30721,38114,Van,incl, 
Engineered_30721_38114,2099351,850,691,370,29,30721,38114,Van,incl, 
ENGINEERED_53080_38237,2089302,1308,1032,544,51,53080,38237,Van,incl, 
ENGINEERED_53080_38237,2097705,1308,1032,544,51,53080,38237,Van,incl, 
Enlinx_84128_30248,2088081,3175,3476,1920,-317,84128,30248,Van,incl, 
Enlinx_84128_30248,2094837,3175,3476,1920,-317,84128,30248,Van,incl, 
Enlinx_84128_30248,2094838,3175,3476,1920,-317,84128,30248,Van,incl, 
Enlinx_84128_30248,2097042,3175,3476,1920,-317,84128,30248,Van,incl, 
Enpol c/o_30096_38824,2082095,750,584,320,164,30096,38824,Van,incl, 
ENR Frankl_46131_35055,2081404,900,754,408,92,46131,35055,Van,incl, 
ENVIROPAK_63045_38358,2101521,750,499,269,210,63045,38358,Van,incl, 
EP Mineral_38052_46574,2080432,1200,1043,573,57,38052,46574,Van,incl, 
EP Mineral_38052_46574,2084485,1200,1043,573,57,38052,46574,Van,incl, 
EP Mineral_38052_46574,2088935,1200,1043,573,57,38052,46574,Van,incl, 
EP Mineral_38052_46574,2090669,1200,1043,573,57,38052,46574,Van,incl, 
EP Mineral_38052_46574,2098937,1200,1043,573,57,38052,46574,Van,incl, 
EPE USA_38637_75007,2081141,977,905,478,-22,38637,75007,Van,incl, 
EPE USA_38637_75007,2081777,977,905,478,-22,38637,75007,Van,incl, 
EPE USA_38637_75007,2083809,977,905,478,-22,38637,75007,Van,incl, 
EPE USA_38637_75007,2085153,977,905,478,-22,38637,75007,Van,incl, 
EPE USA_38637_75007,2086969,977,905,478,-22,38637,75007,Van,incl, 
EPE USA_38637_75007,2095733,977,905,478,-22,38637,75007,Van,incl, 
EPE USA_38637_75007,2099534,977,905,478,-22,38637,75007,Van,incl, 
EPE_38637_75007,2082589,984,908,478,6,38637,75007,Van,incl, 
EPE_38637_75007,2083288,984,908,478,6,38637,75007,Van,incl, 
EPE_38637_75007,2087637,984,908,478,6,38637,75007,Van,incl, 
EPE_38637_75007,2089461,984,908,478,6,38637,75007,Van,incl, 
EPE_38637_75007,2090933,984,908,478,6,38637,75007,Van,incl, 
EPE_38637_75007,2093763,984,908,478,6,38637,75007,Van,incl, 
EPE_38637_75007,2093766,984,908,478,6,38637,75007,Van,incl, 
EPE_38637_75007,2097609,984,908,478,6,38637,75007,Van,incl, 
ERNIE GREE_43113_72401,2085855,1060,1077,590,-59,43113,72401,Van,incl, 
ERNIE GREE_43113_72401,2086406,1060,1077,590,-59,43113,72401,Van,incl, 
ERWIN KEIT_72396_30293,2089489,940,837,453,-146,72396,30293,Van,incl, 
ERWIN KEIT_72396_38821,2098787,500,340,184,-46,72396,38821,Van,incl, 
ESAB_29501_46809,2083465,1350,1296,692,-130,29501,46809,Van,incl, 
Essendant_38141_30122,2088273,900,646,354,222,38141,30122,Van,incl, 
ESSITY PRO_12834_35616,2089607,2000,2144,1162,-219,12834,35616,Van,incl, 
ESSITY SOU_12803_35616,2100198,2200,2182,1172,-61,12803,35616,Van,incl, 
ESSITY_12803_35616,2082901,1700,2188,1172,-565,12803,35616,Van,incl, 
EVONIK STO_27406_72104,2088666,1500,1560,853,-259,27406,72104,Van,incl, 
EXEL WASHI_26181_35630,2101181,1240,1005,551,61,26181,35630,Van,incl, 
EXPEDITED_77073_37086,2100320,1315,1466,787,-219,77073,37086,Van,incl, 
EXPRESS SC_37086_45044,2092291,805,599,324,149,37086,45044,Van,incl, 
ExxonMobil_70767_72301,2096247,750,715,392,-63,70767,72301,Van,incl, 
Faircloth_30401_52404,2089873,1650,1849,1016,-288,30401,52404,Van,incl, 
FALLS STAM_44221_38611,2081835,1438,1328,726,-71,44221,38611,Van,incl, 
FAMILY HOS_89081_38107,2098073,2800,2879,1593,-83,89081,38107,Van,incl, 
FARIBULT F_55021_38632,2098778,1750,1488,805,156,55021,38632,Van,incl, 
FARO Logis_43125_38068,2091635,1489,1019,559,468,43125,38068,Van,incl, 
Fastenal_60103_38301,2086387,1443,971,512,304,60103,38301,Van,incl, 
FDC 945_29506_46809,2092929,1500,1305,689,11,29506,46809,Van,incl, 
FEDERAL FO_50459_35671,2101547,1625,1549,852,-141,50459,35671,Van,incl, 
FEDERAL FO_50459_35671,2093825,1625,1549,852,-141,50459,35671,Van,incl, 
FEDERAL FO_50459_37745,2101791,2050,1707,937,173,50459,37745,Van,incl, 
FIBERTEX N_29645_72404,2093741,1210,1153,621,-147,29645,72404,Van,incl, 
Fibertex N_60041_38606,2085909,1044,1189,639,-242,60041,38606,Van,incl, 
FIBREFORM_40353_35592,2082366,1050,838,461,126,40353,35592,Van,incl, 
FIBRIX_38801_28625,2082255,1754,1063,571,671,38801,28625,Van,incl, 
Fibrix_38863_36016,2061590,1364,588,322,669,38863,36016,Van,incl, 
Fibrix_38863_36016,2061591,1364,588,322,669,38863,36016,Van,incl, 
Fibrix_38863_36016,2076543,1364,588,322,669,38863,36016,Van,incl, 
Fibrix_38863_36016,2076544,1364,588,322,669,38863,36016,Van,incl, 
Fibrix_38863_36016,2077915,1364,588,322,669,38863,36016,Van,incl, 
Fibrix_38863_63640,2083231,1453,631,345,821,38863,63640,Van,incl, 
Fibrix_38863_63640,2098159,1453,631,345,821,38863,63640,Van,incl, 
Fibrix_38863_70712,2085197,1370,683,374,678,38863,70712,Van,incl, 
Fibrix_38863_70712,2085202,1370,683,374,678,38863,70712,Van,incl, 
Fibrix_38863_70712,2088103,1370,683,374,678,38863,70712,Van,incl, 
Fibrix_38863_70712,2088104,1370,683,374,678,38863,70712,Van,incl, 
Fibrix_38863_70712,2094471,1370,683,374,678,38863,70712,Van,incl, 
Fibrix_38863_76710,2073228,2059,1182,650,817,38863,76710,Van,incl, 
Fibrix_38863_76710,2087195,2059,1182,650,817,38863,76710,Van,incl, 
Fibrix_38863_76710,2088763,2059,1182,650,817,38863,76710,Van,incl, 
Fibrix_38863_76710,2092437,2059,1182,650,817,38863,76710,Van,incl, 
Fibrix_38863_76710,2098109,2059,1182,650,817,38863,76710,Van,incl, 
Fibrix_38863_76710,2081140,2059,1182,650,817,38863,76710,Van,incl, 
FIMCO INC._42240_31216,2101079,1385,780,412,480,42240,31216,Van,incl, 
FIRST AMER_30126_37185,2089609,725,590,313,23,30126,37185,Van,incl, 
FIRST AMER_30126_37185,2090378,725,590,313,23,30126,37185,Van,incl, 
FIRST AMER_30126_37185,2095795,725,590,313,23,30126,37185,Van,incl, 
FIRST AMER_30126_37185,2098690,725,590,313,23,30126,37185,Van,incl, 
FIRST AMER_30126_37185,2101829,725,590,313,23,30126,37185,Van,incl, 
FIRST SOLA_43551_38017,2082500,1450,1210,667,65,43551,38017,Van,incl, 
FISHER BAR_53094_38237,2091347,1298,995,543,45,53094,38237,Van,incl, 
FITCO_36207_72417,2096396,825,696,377,-159,36207,72417,Van,incl, 
FLANDERS C_27577_38671,2082816,1200,1439,786,-425,27577,38671,Van,incl, 
Flash Furn_38654_30252,2086260,1200,726,397,416,38654,30252,Van,incl, 
Flash Furn_38654_30252,2087392,1200,726,397,416,38654,30252,Van,incl, 
Flash Furn_38654_30252,2088460,1200,726,397,416,38654,30252,Van,incl, 
Flash Furn_38654_30252,2097670,1200,726,397,416,38654,30252,Van,incl, 
Fleishmann_75402_37419,2102479,1200,1337,738,-218,75402,37419,Van,incl, 
FLEXSTEEL_66021_31021,2097108,2050,1822,969,181,66021,31021,Van,incl, 
Floor & De_77523_38122,2101387,1000,1166,634,-214,77523,38122,Van,incl, 
FLORIM USA_37040_30103,2088922,700,439,234,150,37040,30103,Van,incl, 
Foam Fabri_76248_38654,2085447,1100,928,510,84,76248,38654,Van,incl, 
Franfort I_46041_72143,2090499,1150,1054,560,14,46041,72143,Van,incl, 
FRANKLIN S_17201_30122,2101984,1300,1248,681,-102,17201,30122,Van,incl, 
Franklin S_17201_30122,2101931,1300,1248,681,-102,17201,30122,Van,incl, 
Franklin S_17201_30122,2101932,1300,1248,681,-102,17201,30122,Van,incl, 
FREEDMAN S_60651_27263,2100509,1999,1382,735,293,60651,27263,Van,incl, 
Freig Carr_85621_30071,2084815,3450,3271,1809,-131,85621,30071,Van,incl, 
FREUDENBER_60542_35111,2089906,1725,1279,626,387,60542,35111,Van,incl, 
Fromm Fami_53925_38108,2080330,1250,1234,676,-104,53925,38108,Van,incl, 
Fruit of t_36110_45365,2081623,1300,1176,645,13,36110,45365,Van,incl, 
FUYAO GLAS_45439_37363,2098294,900,726,390,-32,45439,37363,Van,incl, 
FW MATSON_31322_38654,2085700,1128,1106,602,-118,31322,38654,Van,incl, 
FWDC 935_46809_38133,2092166,1223,1040,567,128,46809,38133,Van,incl, 
FWDC 935_46809_38133,2097541,1223,1040,567,128,46809,38133,Van,incl, 
GA COLD ST_39823_38118,2102235,825,828,451,-139,39823,38118,Van,incl, 
GAF MATERI_17067_35401,2089770,1500,1647,885,-390,17067,35401,Van,incl, 
GAF Materi_29706_47620,2093331,1075,1046,576,-93,29706,47620,Van,incl, 
GAMBRO REN_36801_38611,2073423,700,592,317,-48,36801,38611,Van,incl, 
GAMBRO REN_36801_38611,2075875,700,592,317,-48,36801,38611,Van,incl, 
GAMBRO REN_36801_38611,2077223,700,592,317,-48,36801,38611,Van,incl, 
GAMBRO REN_36801_38611,2077227,700,592,317,-48,36801,38611,Van,incl, 
GAMBRO REN_36801_38611,2083054,700,592,317,-48,36801,38611,Van,incl, 
GAMBRO REN_36801_38611,2083525,700,592,317,-48,36801,38611,Van,incl, 
GAMBRO REN_36801_38611,2084632,700,592,317,-48,36801,38611,Van,incl, 
GAMBRO REN_36801_38611,2085080,700,592,317,-48,36801,38611,Van,incl, 
GAMBRO REN_36801_38611,2085536,700,592,317,-48,36801,38611,Van,incl, 
GAMBRO REN_36801_38611,2086362,700,592,317,-48,36801,38611,Van,incl, 
GAMBRO REN_36801_38611,2086918,700,592,317,-48,36801,38611,Van,incl, 
GAMBRO REN_36801_38611,2087702,700,592,317,-48,36801,38611,Van,incl, 
GAMBRO REN_36801_38611,2088216,700,592,317,-48,36801,38611,Van,incl, 
GAMBRO REN_36801_38611,2089041,700,592,317,-48,36801,38611,Van,incl, 
GAMBRO REN_36801_38611,2094912,700,592,317,-48,36801,38611,Van,incl, 
GAMBRO REN_36801_38611,2096239,700,592,317,-48,36801,38611,Van,incl, 
GAMBRO REN_36801_38611,2096240,700,592,317,-48,36801,38611,Van,incl, 
GAMBRO REN_36801_38611,2096243,700,592,317,-48,36801,38611,Van,incl, 
GAMBRO REN_36801_38611,2098413,700,592,317,-48,36801,38611,Van,incl, 
GAMBRO REN_36801_38611,2098423,700,592,317,-48,36801,38611,Van,incl, 
GAMBRO REN_36801_38611,2098432,700,592,317,-48,36801,38611,Van,incl, 
GAMBRO REN_36801_38611,2098440,700,592,317,-48,36801,38611,Van,incl, 
GAMBRO REN_36801_38611,2100216,700,592,317,-48,36801,38611,Van,incl, 
GAMBRO REN_36801_38611,2100219,700,592,317,-48,36801,38611,Van,incl, 
GAMBRO REN_36801_38611,2100221,700,592,317,-48,36801,38611,Van,incl, 
GAMBRO REN_36801_38611,2100223,700,592,317,-48,36801,38611,Van,incl, 
GAMBRO REN_36801_38611,2100225,700,592,317,-48,36801,38611,Van,incl, 
GAMBRO REN_36801_38611,2100226,700,592,317,-48,36801,38611,Van,incl, 
Gatorade -_66021_30122,2085888,1650,1511,830,92,66021,30122,Van,incl, 
GATORADE D_30336_32448,2090887,715,530,253,119,30336,32448,Van,incl, 
GATORADE D_32218_38118,2091679,800,1208,662,-576,32218,38118,Van,incl, 
GATORADE K_34741_30336,2081999,523,875,460,-554,34741,30336,Van,incl, 
GATORADE K_34741_30336,2083663,523,875,460,-554,34741,30336,Van,incl, 
GATORADE K_34741_30336,2083677,523,875,460,-554,34741,30336,Van,incl, 
GATORADE K_34741_30336,2089670,523,875,460,-554,34741,30336,Van,incl, 
GATORADE K_34741_30336,2089706,523,875,460,-554,34741,30336,Van,incl, 
GATORADE K_34741_30336,2095094,523,875,460,-554,34741,30336,Van,incl, 
GATORADE K_34741_30336,2096979,523,875,460,-554,34741,30336,Van,incl, 
GATORADE K_34741_30336,2098212,523,875,460,-554,34741,30336,Van,incl, 
GATORADE K_34741_30336,2099663,523,875,460,-554,34741,30336,Van,incl, 
GATORADE K_34741_38118,2081394,975,1419,760,-529,34741,38118,Van,incl, 
GATORADE K_34741_38118,2082034,975,1419,760,-529,34741,38118,Van,incl, 
GATORADE K_34741_38118,2090863,975,1419,760,-529,34741,38118,Van,incl, 
GATORADE K_34741_38118,2094790,975,1419,760,-529,34741,38118,Van,incl, 
Gatorade_85353_38118,2102117,2300,2740,1490,-456,85353,38118,Van,incl, 
GATORADE-A_30336_46241,2088000,1006,1018,539,-116,30336,46241,Van,incl, 
GATORADE-A_30336_46241,2088228,1006,1018,539,-116,30336,46241,Van,incl, 
GATORADE-A_30336_46241,2090419,1006,1018,539,-116,30336,46241,Van,incl, 
GATORADE-A_30336_46241,2090706,1006,1018,539,-116,30336,46241,Van,incl, 
GATORADE-A_30336_46241,2090707,1006,1018,539,-116,30336,46241,Van,incl, 
GATORADE-A_30336_46241,2093390,1006,1018,539,-116,30336,46241,Van,incl, 
GATORADE-A_30336_46241,2096762,1006,1018,539,-116,30336,46241,Van,incl, 
GATORADE-A_30336_46241,2096763,1006,1018,539,-116,30336,46241,Van,incl, 
General Mi_60481_38141,2080594,950,963,512,-60,60481,38141,Van,incl, 
General Mi_60481_38632,2090812,1000,1006,517,-264,60481,38632,Van,incl, 
GENERAL SH_30165_38401,2081787,500,420,220,-108,30165,38401,Van,incl, 
GENERAL SH_30165_38801,2099474,575,481,262,-99,30165,38801,Van,incl, 
GENESIS AL_82935_28273,2092139,3900,3127,1732,472,82935,28273,Van,incl, 
GENESIS AL_82935_30071,2091394,3400,3088,1711,11,82935,30071,Van,incl, 
GENESIS AL_82935_30071,2098215,3400,3088,1711,11,82935,30071,Van,incl, 
GENESIS AL_82935_30137,2082080,3400,3014,1670,85,82935,30137,Van,incl, 
GENESIS AL_82935_30144,2094616,3400,3046,1681,-4,82935,30144,Van,incl, 
GEODIS_22603_38801,2082192,1577,1450,790,-4,22603,38801,Van,incl, 
GEODIS_22603_38801,2084483,1577,1450,790,-4,22603,38801,Van,incl, 
GEODIS_22603_38801,2085102,1577,1450,790,-4,22603,38801,Van,incl, 
GEODIS_22603_38801,2085103,1577,1450,790,-4,22603,38801,Van,incl, 
GEODIS_22603_38801,2085104,1577,1450,790,-4,22603,38801,Van,incl, 
GEODIS_22603_38801,2091252,1577,1450,790,-4,22603,38801,Van,incl, 
GEODIS_22603_38801,2094037,1577,1450,790,-4,22603,38801,Van,incl, 
GEODIS_22603_38801,2095996,1577,1450,790,-4,22603,38801,Van,incl, 
GEODIS_22603_38801,2095997,1577,1450,790,-4,22603,38801,Van,incl, 
GEODIS_22603_38801,2098325,1577,1450,790,-4,22603,38801,Van,incl, 
GEODIS_22603_38801,2098328,1577,1450,790,-4,22603,38801,Van,incl, 
GEODIS_22603_38801,2098899,1577,1450,790,-4,22603,38801,Van,incl, 
GEODIS_22603_47711,2081221,1265,1129,610,-18,22603,47711,Van,incl, 
GEODIS_22603_47711,2082004,1265,1129,610,-18,22603,47711,Van,incl, 
GEODIS_22603_47711,2085231,1265,1129,610,-18,22603,47711,Van,incl, 
GEODIS_22603_47711,2092120,1265,1129,610,-18,22603,47711,Van,incl, 
GEODIS_22603_47711,2095764,1265,1129,610,-18,22603,47711,Van,incl, 
GEODIS_22603_47711,2096449,1265,1129,610,-18,22603,47711,Van,incl, 
GEODIS_22603_47711,2098214,1265,1129,610,-18,22603,47711,Van,incl, 
Geodis_28027_46241,2088654,1317,1115,607,-90,28027,46241,Van,incl, 
GEORGIA PA_29302_38301,2099297,1248,904,478,119,29302,38301,Van,incl, 
GEORGIA PA_29302_38301,2099298,1248,904,478,119,29302,38301,Van,incl, 
GEORGIA PA_29302_38305,2077512,1225,877,478,198,29302,38305,Van,incl, 
GEORGIA PA_36426_72908,2097228,1400,1370,719,-108,36426,72908,Van,incl, 
GILES CHEM_47025_27409,2096125,1090,856,451,66,47025,27409,Van,incl, 
Gilmore Pr_32827_38637,2086717,825,1519,756,-780,32827,38637,Van,incl, 
Gish Loggi_17224_30236,2086228,1175,1236,682,-185,17224,30236,Van,incl, 
Giti Tire_30213_39218,2082541,1100,759,380,336,30213,39218,Van,incl, 
GIVENS INC_23320_72117,2100134,1870,1917,1036,-228,23320,72117,Van,incl, 
GLAZER'S B_78504_76134,2097317,1150,900,489,237,78504,76134,Van,incl, 
Gleason Cl_38229_60436,2087863,1300,780,419,364,38229,60436,Van,incl, 
Gleason Cl_38229_60436,2087864,1300,780,419,364,38229,60436,Van,incl, 
Gleason Cl_38229_60436,2097565,1300,780,419,364,38229,60436,Van,incl, 
Gleason Cl_38229_60436,2097566,1300,780,419,364,38229,60436,Van,incl, 
Global One_43551_38017,2084423,1713,1212,667,340,43551,38017,Van,incl, 
Global One_43551_38017,2084449,1713,1212,667,340,43551,38017,Van,incl, 
GMBH MEMPH_38112_27302,2082910,2509,1289,683,1093,38112,27302,Van,incl, 
GMBH MEMPH_38112_37664,2097626,1617,880,478,716,38112,37664,Van,incl, 
GOGGIN WAR_35208_38866,2094491,450,261,138,130,35208,38866,Van,incl, 
Goggin War_35208_38866,2091305,450,261,138,130,35208,38866,Van,incl, 
GOLDEN FOU_31829_27316,2099098,950,827,451,37,31829,27316,Van,incl, 
GOLDEN TAB_80403_35661,2081142,1500,2259,1238,-812,80403,35661,Van,incl, 
GOLDEN TAB_80403_35661,2088152,1500,2259,1238,-812,80403,35661,Van,incl, 
GOLDEN TAB_80403_35661,2089781,1500,2259,1238,-812,80403,35661,Van,incl, 
GOODWILL_53177_30336,2099164,2100,1521,792,531,53177,30336,Van,incl, 
GOPHER RES_33619_27284,2095144,800,1223,671,-492,33619,27284,Van,incl, 
GOPHER RES_33619_27284,2095154,800,1223,671,-492,33619,27284,Van,incl, 
Gopher Res_33619_37040,2087912,900,1416,761,-589,33619,37040,Van,incl, 
Gossner Fo_84321_31601,2083531,3700,3795,2099,-238,84321,31601,Van,incl, 
Gossner Fo_84321_38118,2090811,2800,2888,1597,-231,84321,38118,Van,incl, 
GP - WEST_45069_38301,2082247,1601,787,420,642,45069,38301,Van,incl, 
GP - WEST_45069_38301,2098746,1601,787,420,642,45069,38301,Van,incl, 
GP - WEST_45069_38301,2084404,1601,787,420,642,45069,38301,Van,incl, 
GP - WEST_45069_38301,2084559,1601,787,420,642,45069,38301,Van,incl, 
GP - WEST_45069_38301,2086015,1601,787,420,642,45069,38301,Van,incl, 
GP - WEST_45069_38301,2093222,1601,787,420,642,45069,38301,Van,incl, 
GP - WEST_45069_38301,2100797,1601,787,420,642,45069,38301,Van,incl, 
GPI GRAND_60106_38114,2082548,1386,1169,538,-676,60106,38114,Van,incl,Y
GPI KENTON_43326_38141,2097047,1180,1136,612,-6,43326,38141,Van,incl, 
GPI TUSCAL_35401_38464,2092591,650,375,203,209,35401,38464,Van,incl, 
GPI WEST M_71292_31407,2096337,1500,1361,751,-36,71292,31407,Van,incl, 
GPI XENIA_45385_35401,2100955,1300,1051,572,163,45385,35401,Van,incl, 
GPI XENIA_45385_35401,2100956,1300,1051,572,163,45385,35401,Van,incl, 
GRABBER_84123_28613,2094889,3450,3620,2002,-181,84123,28613,Van,incl, 
GRANGES AM_38344_30240,2084084,1050,664,359,302,38344,30240,Van,incl, 
GRANGES AM_38344_30240,2092297,1050,664,359,302,38344,30240,Van,incl, 
Granges Am_38344_30240,2082687,1050,664,359,302,38344,30240,Van,incl, 
Granges Am_38344_30240,2082688,1050,664,359,302,38344,30240,Van,incl, 
GRANGES AM_38344_78045,2086467,1879,1827,998,13,38344,78045,Van,incl, 
Graphic Pa_28273_38301,2092916,940,1007,539,-274,28273,38301,Van,incl, 
Graphic Pa_28273_38301,2093663,940,1007,539,-274,28273,38301,Van,incl, 
Graphic Pa_28273_38301,2095115,940,1007,539,-274,28273,38301,Van,incl, 
Graphic Pa_28273_38301,2096725,940,1007,539,-274,28273,38301,Van,incl, 
Graphic Pa_28273_38301,2098210,940,1007,539,-274,28273,38301,Van,incl, 
Graphic Pa_28273_38301,2099503,940,1007,539,-274,28273,38301,Van,incl, 
GRAPHIC PA_30083_38671,2095126,675,735,401,-124,30083,38671,Van,incl, 
GRAPHIC PA_60188_72401,2098305,1100,981,528,30,60188,72401,Van,incl, 
Great Lake_41144_35650,2094857,950,860,468,-28,41144,35650,Van,incl, 
GREAT NECK_38118_30248,2091829,1200,748,407,185,38118,30248,Van,incl, 
GREEN CIRC_54603_30747,2101609,2350,1714,924,402,54603,30747,Van,incl, 
GREIF PAPE_30106_35401,2083596,550,362,193,-138,30106,35401,Van,incl, 
