KEY,trip_id,trip_revenue,trip_cost,trip_distance,trip_orgn_zip,trip_dst_zip,MARGIN_RANK,must_take_flag,deadhead_cost,tour_id,tour_position,prior_two_trips,next_two_trips,prior_zip,next_zip,accepted
^3 RIVERS LOGIS-Ast/83210/33527,2942538,4800,4947,2440,83210,33527,1,False,0.0,0.0,515.0,[2985915 2977816],[2978297 2983989],83201,33898,1
^3 RIVERS LOGIS-Ast/83210/33564,2942539,4900,5016,2522,83210,33564,1,False,0.0,0.0,1489.0,[2981099 2977795],[2970631 2985152],83201,33853,1
^3 RIVERS LOGIS-Ast/83274/33527,2942540,4800,4861,2441,83274,33527,1,False,0.0,0.0,2408.0,[2985909 2977800],[2970582 2969728],83201,33853,1
^3 RIVERS LOGIS-Ast/83434/33527,2943747,4800,4764,2414,83434,33527,1,False,0.0,0.0,641.0,[2978110 2977933],[2970784 2981125],83401,33853,1
^ALLEN LUND COM-Ast/18106/27302,2943749,800,944,462,18106,27302,1,False,146.7779998779297,0.0,1384.0,[2973344 2971544],[2981875 2969208],76010,28677,1
^ALLEN LUND COM-Ast/22601/32063,2947016,1000,1465,767,22601,32063,1,False,,,,,,,,0
^ALLEN LUND COM-Ast/22602/32063,2953151,988,1476,767,22602,32063,1,False,,,,,,,,0
^ALLEN LUND COM-Ast/22602/32063,2953159,988,1476,767,22602,32063,2,False,,,,,,,,0
^ALLEN LUND COM-Ast/22602/32063,2953152,988,1476,767,22602,32063,3,False,,,,,,,,0
^ALLEN LUND COM-Ast/22602/32063,2952209,988,1476,767,22602,32063,4,False,,,,,,,,0
^ALLEN LUND COM-Ast/22602/33881,2953964,1200,1791,932,22602,33881,1,False,117.99800109863281,0.0,2333.0,[2972196 2978233],[2970557 2980734],21770,33853,1
^ALLEN LUND COM-Ast/22602/76504,2954146,1800,2657,1395,22602,76504,1,False,135.26600646972656,0.0,334.0,[2976049 2975023],[2981227 2977443],17225,77864,1
^ALLEN LUND COM-Ast/28704/54660,2954185,1450,1830,899,28704,54660,1,False,130.94900512695312,0.0,2218.0,[2974577 2976282],[2981745 2980727],29607,54701,1
^ALLEN LUND COM-Ast/28704/54660,2954535,1450,1830,899,28704,54660,2,False,130.94900512695312,0.0,2357.0,[2981862 2977696],[2981719 2981664],29607,54701,1
^ALLEN LUND COM-Ast/28704/75160,2955086,1550,1858,942,28704,75160,1,False,130.94900512695312,0.0,1804.0,[2981865 2977680],[2981119 2972504],29645,75134,1
^ALLEN LUND COM-Ast/55024/46011,2955087,1400,1397,619,55024,46011,1,False,28.20439910888672,0.0,1064.0,[2972389 2962546],[2981242 2981770],55432,47978,1
^ALLEN LUND COM-Ast/75227/22942,2955088,2817,2635,1223,75227,22942,1,False,0.0,0.0,1592.0,[2982742 2977681],[2972607 2982216],75211,22841,1
^ALLEN LUND COM-Ast/75227/22942,2955089,2817,2635,1223,75227,22942,2,False,0.0,0.0,376.0,[2969647 2978390],[2966981 2975036],75241,22952,1
^ALLEN LUND COM-Ast/75227/22942,2955091,2817,2635,1223,75227,22942,3,False,0.0,0.0,1747.0,[2981257 2966439],[2972077 2983151],75236,24482,1
^ALLEN LUND COM-Ast/83350/13164,2955368,5300,4866,2184,83350,13164,1,False,0.0,0.0,1292.0,[2978753 2977842],[2969761 2967965],83303,13204,1
^ALLEN LUND COM-Ast/99350/21770,2956551,5775,5827,2621,99350,21770,1,False,,,,,,,,0
